usage_id,customer_id,monthly_logins,active_users,monthly_sessions,feature_adoption_rate,usage_change_pct,days_since_last_login,onboarding_completion,number_of_integrations
72824,12824,24,10,26,42.5,4.2,13,62.1,0
72825,12825,100,22,82,76.5,-50.3,20,59.5,1
72826,12826,59,13,72,38.1,46.2,22,92.8,2
72827,12827,57,24,59,5.0,5.2,21,65.4,5
72828,12828,13,8,16,97.6,20.9,0,84.6,0
72829,12829,115,32,160,57.9,-53.2,18,34.4,3
72830,12830,12,3,10,100.0,-24.8,0,94.0,0
72831,12831,31,12,32,69.2,-30.7,0,68.2,3
72832,12832,32,10,44,65.0,25.6,34,76.1,4
72833,12833,73,22,93,26.5,-18.3,4,100.0,3
72834,12834,44,10,42,68.2,13.4,18,71.4,0
72835,12835,77,34,100,100.0,2.8,0,54.4,4
72836,12836,19,10,19,72.4,-2.0,12,88.4,1
72837,12837,64,25,95,100.0,26.5,0,100.0,3
72838,12838,35,10,32,81.4,-14.8,10,98.4,2
72839,12839,51,25,43,69.5,-0.1,3,71.9,5
72840,12840,14,6,20,13.9,-13.2,0,97.7,2
72841,12841,38,11,42,30.4,-16.7,0,74.0,4
72842,12842,224,51,290,58.4,-2.0,30,82.1,1
72843,12843,35,22,51,84.0,-21.5,29,100.0,6
72844,12844,49,13,42,61.3,26.5,0,68.2,7
72845,12845,27,9,21,84.2,-15.1,10,58.4,2
72846,12846,67,18,59,33.6,17.4,15,55.8,1
72847,12847,93,23,74,78.8,-15.1,37,100.0,1
72848,12848,8,5,12,53.8,-7.5,29,98.1,1
72849,12849,55,15,70,53.0,25.6,4,29.9,5
72850,12850,69,13,85,70.6,10.5,11,100.0,4
72851,12851,26,8,38,10.7,-1.3,11,71.4,4
72852,12852,82,16,122,39.7,-20.6,57,65.4,3
72853,12853,92,17,132,100.0,10.7,0,61.5,1
72854,12854,302,76,371,62.0,-21.5,24,37.1,1
72855,12855,46,13,50,91.7,26.7,16,85.7,2
72856,12856,64,14,47,41.3,2.2,30,91.3,3
72857,12857,28,6,39,37.9,48.4,0,75.0,1
72858,12858,68,17,53,64.3,-24.0,17,87.6,3
72859,12859,20,13,15,48.5,-14.4,31,43.9,3
72860,12860,16,4,20,64.7,4.3,11,62.0,0
72861,12861,95,19,130,78.1,-1.1,17,77.2,4
72862,12862,19,11,24,100.0,24.1,16,61.2,3
72863,12863,43,16,43,58.5,-12.0,0,68.4,1
72864,12864,30,6,41,80.7,40.6,16,100.0,1
72865,12865,40,10,28,66.8,-23.9,26,68.3,3
72866,12866,23,12,19,54.8,57.1,32,94.0,3
72867,12867,54,14,59,48.2,-16.9,31,68.1,2
72868,12868,135,34,189,66.2,7.0,36,100.0,0
72869,12869,29,15,23,48.9,26.8,3,36.2,2
72870,12870,61,28,67,59.5,13.6,51,80.9,2
72871,12871,61,16,53,66.5,2.7,53,70.4,3
72872,12872,107,34,93,15.7,-15.5,0,70.0,1
72873,12873,109,45,150,39.3,-3.7,11,73.6,2
72874,12874,40,10,33,81.6,-6.6,12,71.9,2
72875,12875,80,41,60,61.9,7.9,11,89.0,2
72876,12876,23,12,18,78.3,-5.0,5,84.5,6
72877,12877,31,20,30,41.0,-15.7,22,74.2,4
72878,12878,70,17,79,60.2,-17.9,0,88.7,7
72879,12879,94,18,67,31.0,-18.1,24,90.5,2
72880,12880,19,12,28,88.2,-2.9,11,75.1,2
72881,12881,16,5,23,88.4,29.3,28,100.0,3
72882,12882,37,17,40,54.5,-38.6,38,92.6,7
72883,12883,78,19,64,18.2,-25.4,0,97.0,0
72884,12884,20,6,17,100.0,-27.1,10,83.1,3
72885,12885,46,12,47,80.6,-36.9,24,77.2,1
72886,12886,122,25,174,74.7,-9.0,0,50.0,1
72887,12887,38,10,39,82.0,-22.7,10,88.1,1
72888,12888,87,24,88,69.8,32.2,25,71.1,1
72889,12889,15,7,22,53.8,-10.9,54,74.9,4
72890,12890,57,17,85,38.7,-5.8,24,90.5,1
72891,12891,20,5,20,85.1,7.8,32,99.2,0
72892,12892,95,22,140,50.8,40.2,15,71.2,3
72893,12893,69,38,55,35.9,10.0,0,34.7,1
72894,12894,38,9,33,51.8,-6.2,0,95.0,2
72895,12895,14,6,15,58.0,32.4,32,99.4,3
72896,12896,75,18,75,70.5,10.1,13,90.1,3
72897,12897,47,18,42,68.0,-12.1,7,65.2,1
72898,12898,39,10,42,75.2,29.0,1,74.2,3
72899,12899,47,22,60,35.6,12.1,9,79.5,1
72900,12900,69,13,57,82.4,3.7,42,90.1,1
72901,12901,116,27,115,67.0,-33.0,36,69.9,6
72902,12902,30,12,22,68.7,-14.5,13,68.8,3
72903,12903,34,7,50,87.1,42.7,42,100.0,3
72904,12904,69,13,90,54.0,22.1,8,89.7,1
72905,12905,44,12,42,71.7,-18.4,34,87.8,4
72906,12906,12,4,10,76.2,-34.8,35,95.9,6
72907,12907,45,20,51,9.3,23.0,5,100.0,2
72908,12908,12,3,11,44.4,2.9,0,80.6,2
72909,12909,62,25,70,76.2,6.9,8,89.2,2
72910,12910,50,10,51,59.4,18.0,25,61.2,1
72911,12911,36,14,41,27.7,38.4,24,87.0,3
72912,12912,25,13,28,52.7,44.8,0,71.9,3
72913,12913,147,27,104,79.6,-16.9,23,82.5,2
72914,12914,92,30,116,66.3,-21.3,0,94.2,5
72915,12915,25,6,29,44.2,0.1,35,30.3,1
72916,12916,21,8,25,54.9,17.6,15,91.3,5
72917,12917,38,15,35,29.4,-11.5,41,56.3,2
72918,12918,74,23,108,43.8,-19.4,15,68.3,4
72919,12919,132,27,132,47.2,-13.5,17,81.8,0
72920,12920,90,24,81,94.7,-48.8,0,43.0,4
72921,12921,47,13,34,90.9,30.5,21,91.7,0
72922,12922,46,15,54,78.4,8.5,41,100.0,2
72923,12923,80,32,109,73.5,-19.0,53,90.2,5
72924,12924,77,17,66,30.4,-27.0,35,92.6,2
72925,12925,22,14,27,26.2,8.6,12,65.0,2
72926,12926,252,48,177,80.6,32.5,0,62.5,2
72927,12927,78,17,92,20.7,20.5,7,59.7,6
72928,12928,136,49,103,64.0,26.8,24,55.9,2
72929,12929,73,15,103,36.3,7.4,0,90.2,4
72930,12930,9,3,8,68.8,-27.6,31,80.3,2
72931,12931,33,12,36,62.6,-4.7,26,84.3,1
72932,12932,74,27,75,72.6,-9.3,0,100.0,2
72933,12933,25,8,29,38.3,-12.7,27,69.2,4
72934,12934,154,32,146,56.6,43.4,31,73.9,5
72935,12935,119,47,171,41.1,-17.7,41,73.9,4
72936,12936,20,5,19,65.9,2.7,16,79.7,4
72937,12937,43,20,48,80.9,-29.2,6,89.8,3
72938,12938,55,10,56,90.3,-7.0,3,63.2,1
72939,12939,50,21,44,17.8,-16.2,19,40.1,4
72940,12940,29,6,43,82.8,38.3,0,50.5,2
72941,12941,51,21,63,96.1,-18.0,27,80.9,2
72942,12942,56,17,62,11.5,7.6,22,63.1,3
72943,12943,61,24,74,47.8,4.7,0,76.5,1
72944,12944,58,13,64,41.3,-20.9,37,100.0,3
72945,12945,33,8,43,51.7,6.5,27,100.0,3
72946,12946,16,8,14,86.6,10.4,8,100.0,2
72947,12947,94,20,140,28.7,-12.2,0,100.0,3
72948,12948,31,6,29,35.4,12.4,38,71.7,3
72949,12949,51,29,52,43.0,22.5,0,51.7,4
72950,12950,25,13,37,100.0,0.5,17,100.0,1
72951,12951,59,34,53,41.9,-7.0,28,80.1,1
72952,12952,20,8,17,58.5,-6.8,37,77.5,2
72953,12953,84,16,101,37.4,-45.5,25,51.6,6
72954,12954,36,16,53,60.6,-7.0,10,68.2,0
72955,12955,123,23,184,55.1,-5.2,68,100.0,3
72956,12956,41,15,37,54.5,-12.4,33,48.0,2
72957,12957,87,19,82,38.3,-1.9,17,72.8,3
72958,12958,135,35,180,73.7,20.4,0,71.8,4
72959,12959,14,6,12,98.4,-19.4,51,81.0,3
72960,12960,218,44,209,20.0,17.6,1,56.1,3
72961,12961,39,23,45,43.4,22.4,1,95.5,4
72962,12962,11,7,10,72.6,-2.0,22,71.7,2
72963,12963,36,11,26,72.8,-27.1,0,91.4,3
72964,12964,168,53,120,62.4,-27.9,47,58.6,1
72965,12965,79,19,117,100.0,-14.9,0,71.9,1
72966,12966,49,30,53,43.7,-36.3,32,79.1,4
72967,12967,89,21,132,61.3,44.6,0,60.1,1
72968,12968,15,4,15,68.3,-51.9,10,69.7,4
72969,12969,59,21,80,95.7,29.9,63,57.5,8
72970,12970,31,9,25,57.7,26.5,45,65.1,4
72971,12971,34,19,25,40.3,-28.3,0,91.2,0
72972,12972,49,15,48,52.7,10.3,4,65.6,2
72973,12973,77,21,56,67.8,17.0,36,55.2,4
72974,12974,114,28,124,52.7,-55.8,8,66.7,3
72975,12975,25,16,30,21.5,-16.0,0,65.7,2
72976,12976,23,5,18,60.4,1.6,30,59.6,1
72977,12977,49,18,51,85.1,-14.9,12,69.5,1
72978,12978,15,5,21,69.9,1.6,30,85.4,6
72979,12979,63,14,73,36.5,1.6,40,95.7,5
72980,12980,206,38,226,52.7,-18.8,37,65.4,1
72981,12981,103,28,125,71.2,10.2,34,55.1,3
72982,12982,33,17,47,51.5,64.4,19,40.4,1
72983,12983,206,51,277,35.6,20.3,26,65.7,2
72984,12984,99,18,89,41.0,6.2,20,60.2,2
72985,12985,39,26,28,100.0,56.6,18,97.3,4
72986,12986,48,28,45,89.2,-22.2,13,100.0,1
72987,12987,33,10,47,70.3,-23.8,6,64.3,3
72988,12988,26,17,27,56.3,5.1,21,95.9,0
72989,12989,51,18,66,39.7,-17.6,31,66.7,3
72990,12990,57,24,75,95.0,-15.6,0,69.8,2
72991,12991,51,13,61,54.7,-24.6,0,39.9,3
72992,12992,17,7,14,36.3,-16.0,16,59.8,2
72993,12993,38,14,42,65.2,28.1,17,59.7,3
72994,12994,63,12,68,97.2,-26.7,4,68.5,5
72995,12995,66,16,80,24.4,-2.3,52,100.0,5
72996,12996,129,28,177,32.9,-41.7,26,76.9,2
72997,12997,11,3,8,22.5,-4.3,0,69.1,3
72998,12998,23,12,22,47.5,20.1,6,96.5,4
72999,12999,33,10,43,75.4,-23.3,13,100.0,3
73000,13000,49,21,67,39.7,23.2,36,95.2,3
73001,13001,31,12,26,69.8,-8.7,13,75.7,3
73002,13002,234,48,230,76.4,10.6,0,74.6,2
73003,13003,56,11,62,46.3,25.9,14,57.6,2
73004,13004,34,14,40,83.6,1.1,33,71.2,3
73005,13005,69,21,70,50.6,-12.0,26,86.1,2
73006,13006,91,17,116,72.3,23.3,23,90.1,3
73007,13007,115,29,122,42.0,25.0,16,78.9,2
73008,13008,66,14,64,76.9,14.6,5,80.9,3
73009,13009,73,20,76,31.9,42.7,9,94.8,2
73010,13010,38,11,32,93.5,11.8,0,59.2,2
73011,13011,35,8,29,30.4,26.3,33,82.6,0
73012,13012,19,7,23,74.7,-1.2,18,68.3,0
73013,13013,12,3,12,69.9,-10.7,9,95.6,2
73014,13014,82,23,119,94.3,-6.8,12,69.8,3
73015,13015,66,15,64,73.9,-6.8,22,31.1,2
73016,13016,20,10,24,80.2,1.8,0,61.3,3
73017,13017,63,15,79,43.1,-37.5,7,50.3,3
73018,13018,45,11,60,52.4,-32.5,29,74.8,3
73019,13019,97,19,96,100.0,-34.9,0,98.4,5
73020,13020,96,32,104,51.0,10.3,8,96.0,2
73021,13021,59,12,78,89.1,30.5,9,64.6,3
73022,13022,25,15,35,54.3,-17.8,30,85.8,1
73023,13023,45,17,42,45.9,-9.3,0,80.3,0
73024,13024,17,9,15,31.7,-28.5,0,78.8,0
73025,13025,28,11,27,60.9,9.3,0,63.7,3
73026,13026,48,17,56,63.8,14.3,3,77.5,0
73027,13027,123,31,168,55.3,-31.1,40,43.4,6
73028,13028,32,18,39,55.3,26.9,44,68.0,3
73029,13029,35,15,30,90.0,15.5,12,100.0,3
73030,13030,70,16,52,16.4,38.2,50,90.1,4
73031,13031,85,20,97,55.0,-4.4,12,87.3,4
73032,13032,27,7,35,65.1,30.9,35,49.6,3
73033,13033,138,32,152,91.1,-31.6,64,86.6,0
73034,13034,61,14,61,65.8,24.8,37,76.0,0
73035,13035,30,13,26,30.7,-59.0,31,71.9,3
73036,13036,36,10,42,71.5,-3.1,14,57.9,2
73037,13037,109,25,130,36.5,8.7,13,69.3,3
73038,13038,104,25,142,89.4,-10.9,0,76.7,5
73039,13039,24,7,31,71.4,-7.3,7,93.1,4
73040,13040,77,24,86,64.3,-32.0,0,100.0,0
73041,13041,55,22,74,79.5,-28.2,2,57.3,6
73042,13042,155,51,123,40.0,-2.6,0,95.1,2
73043,13043,21,5,19,19.7,13.4,17,77.8,5
73044,13044,74,24,96,83.6,12.0,7,83.5,1
73045,13045,102,27,106,71.1,0.0,38,90.4,3
73046,13046,127,24,147,100.0,12.7,7,71.4,2
73047,13047,24,14,33,59.4,-36.3,66,82.4,4
73048,13048,45,10,65,38.2,-26.7,21,100.0,2
73049,13049,40,9,58,31.5,39.3,30,76.1,2
73050,13050,28,8,28,51.9,2.6,30,97.2,4
73051,13051,15,7,18,72.0,33.0,33,100.0,2
73052,13052,76,26,91,81.9,-7.2,25,83.1,3
73053,13053,90,33,84,80.5,31.7,40,74.4,2
73054,13054,30,7,32,83.3,-27.9,0,70.2,0
73055,13055,105,30,109,67.4,-43.2,26,52.8,4
73056,13056,81,28,101,53.5,62.6,0,56.7,1
73057,13057,20,5,24,59.7,10.9,17,78.6,4
73058,13058,18,7,26,85.9,14.7,21,79.8,4
73059,13059,69,17,62,54.7,-35.9,14,74.0,2
73060,13060,86,16,102,85.5,3.5,0,65.8,2
73061,13061,16,7,20,79.0,-7.3,53,100.0,4
73062,13062,30,16,22,84.9,32.4,0,97.3,5
73063,13063,26,5,31,63.2,43.5,46,86.9,1
73064,13064,106,36,125,82.0,25.6,16,55.6,2
73065,13065,108,26,103,50.7,0.4,11,66.9,0
73066,13066,32,11,48,45.1,-25.0,4,73.8,2
73067,13067,92,19,94,16.5,-5.3,8,78.5,0
73068,13068,138,40,116,20.7,-20.4,0,61.4,4
73069,13069,22,8,25,60.2,26.0,0,99.5,0
73070,13070,81,17,80,62.6,25.2,15,86.5,4
73071,13071,33,13,29,100.0,28.4,13,80.5,2
73072,13072,70,16,68,50.8,-1.8,36,86.6,4
73073,13073,25,9,32,88.8,40.8,14,74.7,6
73074,13074,46,14,43,78.3,31.3,44,71.1,2
73075,13075,28,7,33,84.3,-2.8,16,58.1,2
73076,13076,115,28,81,78.4,-28.6,12,100.0,3
73077,13077,182,54,144,35.1,-11.5,0,100.0,3
73078,13078,33,16,43,56.9,-27.0,13,77.0,1
73079,13079,41,9,35,80.5,-34.0,40,73.4,3
73080,13080,111,22,148,60.4,-3.4,57,92.7,2
73081,13081,145,28,133,55.3,-3.8,15,74.0,3
73082,13082,57,30,49,55.8,-11.1,27,100.0,2
73083,13083,26,6,33,86.0,-7.8,32,89.5,5
73084,13084,21,9,16,35.3,28.5,0,96.7,4
73085,13085,17,9,17,30.8,-11.8,14,47.1,2
73086,13086,23,13,17,77.3,-4.1,17,98.6,5
73087,13087,33,22,28,61.0,25.9,40,68.2,3
73088,13088,99,19,82,63.1,-45.8,46,73.0,2
73089,13089,118,30,159,100.0,15.5,10,98.8,1
73090,13090,31,8,36,73.5,-41.4,1,88.3,3
73091,13091,24,5,33,58.9,-28.6,21,65.5,2
73092,13092,119,24,178,68.4,5.7,39,76.0,1
73093,13093,24,16,27,62.4,-10.5,35,87.8,4
73094,13094,113,25,166,73.6,-24.8,33,100.0,2
73095,13095,34,11,26,63.9,18.4,30,87.6,1
73096,13096,42,15,33,37.4,20.2,46,78.6,7
73097,13097,219,49,241,52.1,13.9,29,91.1,3
73098,13098,29,9,23,84.5,-30.0,23,81.7,4
73099,13099,27,5,39,70.8,-23.3,49,81.7,2
73100,13100,29,6,32,90.9,-15.5,1,56.0,2
73101,13101,29,13,41,16.3,-27.9,14,72.8,4
73102,13102,32,9,28,77.7,-20.0,25,91.8,3
73103,13103,91,21,111,41.4,-5.0,3,76.5,3
73104,13104,62,22,57,91.2,-6.6,11,89.2,3
73105,13105,26,12,30,42.2,1.4,1,69.3,3
73106,13106,36,11,50,59.5,-19.1,16,94.4,4
73107,13107,28,14,26,73.1,6.0,44,72.2,4
73108,13108,22,9,24,89.7,27.1,25,86.1,3
73109,13109,48,11,53,79.3,19.7,0,96.6,1
73110,13110,31,10,37,42.5,-10.0,31,69.2,3
73111,13111,39,12,52,40.7,6.7,0,39.1,3
73112,13112,32,8,26,49.8,-7.1,25,77.0,3
73113,13113,36,12,41,72.9,-27.2,7,75.1,0
73114,13114,26,8,21,62.9,10.6,28,48.2,0
73115,13115,27,6,23,100.0,6.9,8,95.1,1
73116,13116,47,13,51,60.6,10.6,18,90.3,4
73117,13117,77,16,59,43.7,-0.2,10,55.3,2
73118,13118,29,7,22,45.3,-13.5,17,91.2,4
73119,13119,27,8,23,62.5,-17.5,27,59.2,2
73120,13120,36,7,39,81.8,-37.9,33,84.0,1
73121,13121,22,7,19,45.2,31.7,16,58.1,4
73122,13122,21,4,21,59.1,-3.9,30,69.7,1
73123,13123,45,9,63,55.3,20.4,24,61.9,2
73124,13124,47,17,68,69.2,15.9,24,82.9,1
73125,13125,11,7,13,17.7,-6.7,6,85.2,3
73126,13126,42,16,63,61.7,19.9,0,91.8,2
73127,13127,64,19,81,71.0,26.7,0,78.6,2
73128,13128,46,9,37,85.9,-18.5,28,96.4,3
73129,13129,94,41,121,30.2,-6.7,15,85.7,2
73130,13130,75,14,92,63.2,-19.6,41,51.9,2
73131,13131,108,20,150,96.2,6.5,22,57.4,5
73132,13132,82,24,90,82.0,-0.6,35,97.9,1
73133,13133,46,22,54,65.2,11.1,39,95.0,3
73134,13134,145,32,147,74.6,8.3,16,63.6,4
73135,13135,32,11,23,56.8,-12.4,0,92.6,2
73136,13136,37,13,44,83.9,18.7,0,76.3,3
73137,13137,27,14,39,78.8,2.4,0,87.5,3
73138,13138,32,6,27,63.4,-15.0,3,56.1,4
73139,13139,56,11,47,67.0,27.3,37,70.8,4
73140,13140,19,7,20,65.0,-20.0,34,96.2,3
73141,13141,12,7,16,55.3,18.5,9,95.8,0
73142,13142,83,24,97,53.9,-17.1,38,75.6,2
73143,13143,20,9,22,78.4,14.0,20,100.0,3
73144,13144,118,34,164,51.7,-62.9,18,88.2,3
73145,13145,110,24,95,57.8,14.0,50,57.2,8
73146,13146,36,12,53,61.1,28.0,24,79.9,2
73147,13147,61,16,90,49.8,17.4,31,48.8,1
73148,13148,37,10,50,55.6,34.4,30,98.6,5
73149,13149,81,26,76,46.4,-5.4,48,81.5,1
73150,13150,54,10,54,84.0,8.6,25,93.3,2
73151,13151,60,21,61,39.2,18.8,17,74.2,4
73152,13152,10,6,8,90.8,-13.7,16,75.4,3
73153,13153,39,8,29,96.0,-3.4,0,74.3,2
73154,13154,84,16,63,98.8,-8.1,31,83.2,2
73155,13155,31,9,37,34.7,-5.2,13,100.0,3
73156,13156,16,9,24,71.3,13.4,27,93.3,4
73157,13157,43,23,33,40.7,-19.0,36,63.6,4
73158,13158,23,6,28,49.1,32.1,38,75.6,5
73159,13159,41,21,33,62.8,-12.5,46,76.9,0
73160,13160,50,22,58,59.2,-4.8,26,69.6,1
73161,13161,65,14,69,67.2,23.9,43,79.6,8
73162,13162,38,16,28,96.5,64.0,20,100.0,1
73163,13163,18,6,18,76.0,28.8,44,69.8,1
73164,13164,78,26,104,30.9,14.9,0,99.7,1
73165,13165,23,7,20,68.1,1.4,13,100.0,5
73166,13166,80,25,89,64.9,-46.8,15,78.0,2
73167,13167,79,22,71,74.5,-10.5,35,95.3,1
73168,13168,51,14,73,42.1,-2.3,0,74.1,3
73169,13169,29,12,42,100.0,12.3,53,72.3,3
73170,13170,50,24,64,91.7,-9.5,41,83.6,2
73171,13171,29,13,36,59.3,52.5,35,71.8,4
73172,13172,12,5,14,44.1,7.2,12,100.0,3
73173,13173,62,13,82,37.5,15.8,0,55.7,3
73174,13174,42,8,62,72.5,6.8,31,77.0,2
73175,13175,22,5,32,72.6,18.5,17,81.8,5
73176,13176,13,8,18,33.8,-2.6,0,29.8,2
73177,13177,23,6,19,42.5,12.6,30,100.0,1
73178,13178,32,7,44,74.8,68.2,38,88.5,2
73179,13179,75,21,88,32.6,10.3,29,52.1,3
73180,13180,29,16,33,100.0,1.3,0,27.6,7
73181,13181,18,5,20,47.7,18.9,43,83.1,1
73182,13182,16,4,14,82.1,-5.1,0,69.7,5
73183,13183,72,19,62,69.1,-1.3,30,89.0,0
73184,13184,114,26,121,43.6,-30.2,20,67.5,3
73185,13185,21,8,25,55.9,27.0,6,87.4,0
73186,13186,43,10,52,60.0,-23.4,0,65.6,1
73187,13187,57,20,64,65.2,1.8,8,57.8,2
73188,13188,48,11,65,70.2,-11.4,1,67.4,3
73189,13189,55,16,79,65.6,54.9,28,72.7,3
73190,13190,69,15,60,61.9,21.7,0,60.7,4
73191,13191,46,13,59,79.8,-5.6,53,60.9,3
73192,13192,95,36,84,56.0,-16.1,36,100.0,2
73193,13193,251,46,345,42.2,-14.5,8,98.8,1
73194,13194,25,10,28,79.4,-7.2,27,100.0,2
73195,13195,121,39,121,74.1,-18.5,17,60.4,2
73196,13196,51,11,67,80.1,9.1,27,59.7,2
73197,13197,68,19,52,64.3,5.4,12,81.9,5
73198,13198,135,32,156,34.2,12.8,15,76.6,4
73199,13199,24,7,27,66.9,16.8,0,96.3,2
73200,13200,43,11,60,58.3,0.3,0,85.4,4
73201,13201,14,4,13,40.2,20.1,0,93.3,2
73202,13202,93,17,88,75.7,23.2,27,79.2,1
73203,13203,21,9,16,65.3,-24.1,10,69.3,6
73204,13204,76,15,86,76.9,-11.2,27,57.1,3
73205,13205,87,26,63,60.5,31.1,0,84.3,3
73206,13206,8,5,12,79.6,-2.9,20,56.9,0
73207,13207,130,24,116,72.1,-24.8,46,76.6,2
73208,13208,129,26,136,72.0,6.6,24,66.1,1
73209,13209,29,16,24,45.4,14.0,18,92.0,5
73210,13210,46,15,45,99.0,-11.5,60,70.4,2
73211,13211,54,11,77,54.2,-28.9,27,93.3,3
73212,13212,21,6,31,32.4,-0.9,14,66.7,1
73213,13213,31,6,29,73.9,-23.8,35,83.2,1
73214,13214,51,13,69,57.8,-14.6,47,65.7,4
73215,13215,52,11,43,81.5,13.1,19,51.0,2
73216,13216,26,8,21,66.5,-20.6,16,75.6,0
73217,13217,41,22,33,64.7,5.8,13,71.9,3
73218,13218,24,10,35,52.8,-34.3,14,59.4,2
73219,13219,88,43,111,37.3,-4.4,0,91.7,4
73220,13220,56,12,65,63.5,-22.3,27,76.2,0
73221,13221,73,14,62,51.7,-1.0,21,84.7,0
73222,13222,19,8,21,53.7,16.6,18,57.8,2
73223,13223,33,12,49,75.5,-14.2,39,100.0,0
73224,13224,49,11,67,100.0,-0.0,10,78.4,2
73225,13225,61,19,91,100.0,7.1,0,79.4,3
73226,13226,47,10,33,83.4,2.3,3,60.3,2
73227,13227,47,17,54,78.2,-3.6,33,92.3,3
73228,13228,108,30,101,75.1,-32.6,10,61.4,2
73229,13229,48,10,46,54.1,37.4,11,71.0,2
73230,13230,12,4,9,40.0,18.3,12,64.9,0
73231,13231,85,21,105,77.6,44.3,0,90.0,5
73232,13232,65,16,90,50.5,34.8,20,31.9,1
73233,13233,35,12,31,84.9,-15.3,3,72.9,3
73234,13234,67,15,75,56.0,-12.4,0,93.8,4
73235,13235,43,12,32,52.3,-14.6,31,85.0,4
73236,13236,39,10,36,96.6,-20.1,52,54.4,0
73237,13237,15,5,13,81.6,-13.9,0,89.2,2
73238,13238,35,19,52,76.0,-25.6,8,78.3,4
73239,13239,82,19,90,43.2,31.1,21,68.4,3
73240,13240,17,6,15,58.1,18.5,25,76.4,1
73241,13241,51,13,41,71.0,-30.3,33,97.2,1
73242,13242,118,23,156,10.4,-2.3,4,81.2,1
73243,13243,82,17,60,56.6,18.6,18,86.4,0
73244,13244,52,13,42,45.5,6.5,19,81.8,1
73245,13245,58,24,43,82.9,-9.8,32,100.0,1
73246,13246,25,7,25,69.7,5.5,17,76.2,1
73247,13247,63,21,92,45.6,4.9,0,69.1,1
73248,13248,58,15,52,74.5,-25.3,0,54.7,2
73249,13249,155,35,155,89.4,-25.5,0,71.8,4
73250,13250,62,14,80,21.2,20.8,10,81.8,2
73251,13251,7,4,6,54.0,-10.3,64,70.8,0
73252,13252,39,13,36,49.8,-28.1,19,73.3,1
73253,13253,58,19,59,81.8,0.7,29,86.0,0
73254,13254,18,8,26,71.4,-30.0,8,87.5,5
73255,13255,62,18,70,100.0,-16.7,26,79.1,2
73256,13256,37,14,39,75.8,13.2,22,81.3,3
73257,13257,29,10,30,80.3,-15.4,9,71.1,2
73258,13258,83,22,84,87.9,33.9,0,66.9,1
73259,13259,68,14,97,52.5,-50.9,5,100.0,3
73260,13260,42,13,56,89.1,-9.2,13,86.2,4
73261,13261,22,6,19,36.8,5.7,2,71.9,0
73262,13262,61,13,58,63.3,14.7,49,100.0,0
73263,13263,74,23,102,41.5,23.4,15,100.0,2
73264,13264,61,20,79,81.4,-16.4,39,68.0,5
73265,13265,67,16,52,55.5,-13.5,30,64.2,4
73266,13266,23,9,24,59.3,-4.2,25,76.2,4
73267,13267,34,21,37,51.4,-4.8,20,100.0,2
73268,13268,16,8,22,91.4,-1.7,4,89.5,2
73269,13269,16,6,22,67.9,5.7,41,78.2,2
73270,13270,128,27,105,36.7,-1.3,40,77.8,2
73271,13271,47,20,55,93.4,1.4,3,69.1,0
73272,13272,92,23,134,79.5,1.5,35,79.7,1
73273,13273,66,24,50,52.9,13.2,5,71.1,1
73274,13274,30,17,30,80.5,-12.9,19,74.4,5
73275,13275,126,26,122,49.1,-26.6,2,71.5,2
73276,13276,157,30,131,66.7,8.1,0,100.0,1
73277,13277,76,35,113,68.3,-29.4,24,100.0,1
73278,13278,67,19,85,50.7,19.9,33,90.1,2
73279,13279,29,11,36,67.5,-9.0,17,89.8,1
73280,13280,55,15,41,5.0,-21.5,22,87.2,0
73281,13281,56,13,56,53.6,4.2,0,91.9,3
73282,13282,114,21,137,37.7,15.2,4,75.5,0
73283,13283,75,26,82,81.9,36.6,0,64.4,4
73284,13284,128,51,164,21.1,9.6,11,82.8,1
73285,13285,46,11,63,27.1,37.0,12,94.2,2
73286,13286,73,15,96,51.3,-39.5,32,83.2,1
73287,13287,13,8,19,59.5,-3.2,19,71.8,2
73288,13288,18,11,21,64.6,-36.7,35,45.9,3
73289,13289,50,13,69,100.0,16.3,33,93.7,2
73290,13290,20,10,30,49.7,19.9,12,64.7,2
73291,13291,80,20,89,66.9,8.2,55,60.8,0
73292,13292,166,44,118,38.9,28.7,9,86.1,1
73293,13293,113,24,109,64.1,26.5,0,59.7,4
73294,13294,33,7,37,53.9,32.9,28,48.1,1
73295,13295,111,23,138,12.0,-20.9,7,100.0,3
73296,13296,131,25,154,79.4,21.9,18,72.3,2
73297,13297,31,8,38,59.6,-9.5,27,88.3,2
73298,13298,6,3,8,77.7,3.4,7,96.0,4
73299,13299,31,6,34,36.7,29.3,0,99.5,1
73300,13300,99,18,135,50.1,-24.3,1,83.9,5
73301,13301,28,17,35,41.1,2.1,7,100.0,2
73302,13302,66,17,87,48.1,-0.2,23,48.5,1
73303,13303,39,13,48,55.7,45.0,14,100.0,0
73304,13304,43,16,34,37.5,-3.9,0,78.2,4
73305,13305,41,9,34,65.3,7.0,59,56.1,3
73306,13306,81,30,68,51.1,5.6,23,90.7,1
73307,13307,21,10,16,33.8,33.5,0,79.2,1
73308,13308,30,12,26,59.3,9.9,32,69.4,3
73309,13309,77,21,88,62.3,-3.5,43,47.3,2
73310,13310,33,13,25,60.0,3.5,0,56.7,2
73311,13311,64,22,59,100.0,23.7,12,97.9,6
