customer_id,company_size,industry,country,signup_date
12365,Medium,Education,Australia,2023-02-05
12366,Small,Professional Services,Singapore,2023-07-09
12367,Small,Manufacturing,Australia,2023-07-28
12368,Medium,Healthcare,Singapore,2024-06-16
12369,Small,Media,Canada,2023-08-13
12370,Large,Media,India,2024-08-07
12371,Medium,Media,India,2022-06-27
12372,Large,Finance,USA,2024-01-08
12373,Medium,Professional Services,India,2021-05-24
12374,Medium,Media,Canada,2024-04-14
12375,Medium,Manufacturing,USA,2022-08-16
12376,Small,Healthcare,Germany,2022-07-21
12377,Small,Manufacturing,USA,2022-11-22
12378,Large,Professional Services,USA,2024-02-08
12379,Medium,Technology,Singapore,2022-10-27
12380,Large,Healthcare,India,2026-06-06
12381,Large,Healthcare,Australia,2022-02-10
12382,Large,Manufacturing,Australia,2023-09-13
12383,Enterprise,Retail,India,2024-11-17
12384,Medium,Professional Services,UK,2022-06-01
12385,Small,Media,USA,2023-04-30
12386,Medium,Retail,Australia,2026-03-17
12387,Medium,Education,Canada,2023-06-27
12388,Medium,Media,USA,2021-11-12
12389,Large,Technology,Australia,2024-07-09
12390,Medium,Retail,India,2025-02-16
12391,Medium,Manufacturing,Australia,2021-01-27
12392,Small,Professional Services,Germany,2025-02-27
12393,Medium,Retail,Germany,2021-02-24
12394,Small,Education,Australia,2026-04-19
12395,Large,Finance,USA,2026-01-30
12396,Small,Education,Singapore,2021-09-06
12397,Small,Healthcare,USA,2025-12-07
12398,Small,Media,Canada,2023-05-07
12399,Medium,Professional Services,India,2025-01-09
12400,Medium,Healthcare,Singapore,2026-02-20
12401,Small,Retail,Canada,2025-03-06
12402,Small,Retail,Australia,2024-11-17
12403,Medium,Education,India,2025-11-30
12404,Small,Education,Australia,2021-04-19
12405,Medium,Manufacturing,Australia,2023-09-08
12406,Medium,Technology,Canada,2021-12-19
12407,Medium,Manufacturing,USA,2024-11-28
12408,Small,Healthcare,USA,2025-09-27
12409,Enterprise,Manufacturing,India,2025-11-13
12410,Medium,Education,USA,2024-01-22
12411,Medium,Professional Services,India,2022-06-18
12412,Small,Manufacturing,USA,2024-05-02
12413,Medium,Finance,India,2024-06-09
12414,Small,Media,India,2026-06-03
12415,Medium,Technology,India,2026-09-08
12416,Enterprise,Education,Singapore,2022-06-16
12417,Medium,Professional Services,UK,2026-04-29
12418,Small,Retail,USA,2021-05-20
12419,Small,Media,UK,2021-09-19
12420,Medium,Manufacturing,Canada,2021-01-19
12421,Small,Education,Singapore,2026-08-22
12422,Small,Retail,India,2025-03-29
12423,Large,Retail,USA,2025-01-28
12424,Medium,Healthcare,Singapore,2026-09-03
12425,Small,Healthcare,USA,2023-10-29
12426,Enterprise,Professional Services,India,2021-08-16
12427,Small,Education,India,2022-01-11
12428,Enterprise,Media,India,2024-02-21
12429,Small,Professional Services,Singapore,2024-01-19
12430,Large,Education,USA,2023-01-06
12431,Medium,Finance,Singapore,2021-09-14
12432,Large,Technology,Singapore,2023-04-13
12433,Enterprise,Technology,UK,2025-12-12
12434,Small,Media,India,2022-12-02
12435,Enterprise,Education,India,2023-06-30
12436,Medium,Healthcare,USA,2022-11-30
12437,Medium,Media,USA,2022-03-14
12438,Small,Manufacturing,UK,2025-09-20
12439,Medium,Professional Services,USA,2026-09-16
12440,Small,Finance,Singapore,2025-08-12
12441,Medium,Technology,UK,2022-09-07
12442,Medium,Education,Canada,2026-04-27
12443,Large,Healthcare,Germany,2026-03-28
12444,Large,Healthcare,India,2023-11-07
12445,Medium,Healthcare,India,2024-03-28
12446,Small,Professional Services,India,2023-08-18
12447,Small,Manufacturing,India,2026-01-14
12448,Small,Retail,UK,2024-07-29
12449,Small,Media,USA,2021-10-05
12450,Small,Professional Services,USA,2021-05-05
12451,Small,Manufacturing,Singapore,2024-09-05
12452,Enterprise,Healthcare,India,2022-11-06
12453,Medium,Education,UK,2022-12-16
12454,Small,Media,India,2026-07-04
12455,Medium,Finance,USA,2025-02-14
12456,Small,Manufacturing,UK,2024-09-09
12457,Medium,Education,Singapore,2023-07-02
12458,Medium,Professional Services,USA,2026-06-13
12459,Medium,Professional Services,India,2023-02-12
12460,Medium,Media,USA,2023-12-17
12461,Enterprise,Healthcare,India,2025-10-19
12462,Large,Finance,India,2023-09-28
12463,Medium,Technology,UK,2025-10-04
12464,Medium,Technology,India,2021-03-15
12465,Medium,Professional Services,USA,2024-01-14
12466,Small,Education,UK,2023-11-04
12467,Medium,Finance,USA,2025-07-23
12468,Small,Education,India,2023-07-01
12469,Medium,Finance,Singapore,2023-03-05
12470,Medium,Finance,USA,2026-09-28
12471,Small,Professional Services,Australia,2021-12-25
12472,Enterprise,Education,USA,2026-02-01
12473,Enterprise,Professional Services,USA,2023-12-13
12474,Large,Media,USA,2025-12-06
12475,Medium,Finance,USA,2025-04-25
12476,Large,Manufacturing,India,2025-09-16
12477,Small,Healthcare,USA,2025-07-27
12478,Large,Media,Germany,2023-05-29
12479,Small,Finance,Canada,2021-01-05
12480,Large,Manufacturing,India,2025-05-24
12481,Small,Finance,UK,2023-12-12
12482,Large,Manufacturing,Germany,2021-11-25
12483,Enterprise,Education,Canada,2023-09-30
12484,Small,Technology,India,2023-02-22
12485,Medium,Retail,Germany,2022-07-31
12486,Enterprise,Media,USA,2021-11-23
12487,Medium,Finance,USA,2025-03-08
12488,Large,Retail,UK,2025-01-05
12489,Medium,Finance,Germany,2022-10-14
12490,Medium,Education,Singapore,2022-05-10
12491,Small,Education,Singapore,2024-02-13
12492,Small,Manufacturing,India,2024-09-18
12493,Large,Finance,Singapore,2024-02-28
12494,Medium,Education,India,2024-01-30
12495,Medium,Education,USA,2024-05-04
12496,Medium,Finance,UK,2023-03-13
12497,Medium,Manufacturing,USA,2026-08-05
12498,Large,Manufacturing,UK,2021-07-27
12499,Enterprise,Manufacturing,USA,2022-04-18
12500,Medium,Manufacturing,Singapore,2025-06-27
12501,Large,Technology,India,2023-10-29
12502,Large,Finance,USA,2021-05-16
12503,Medium,Professional Services,Singapore,2021-09-18
12504,Enterprise,Technology,India,2024-03-16
12505,Small,Education,UK,2022-04-03
12506,Small,Technology,Canada,2026-04-13
12507,Large,Media,UK,2025-09-17
12508,Medium,Professional Services,Canada,2024-12-07
12509,Large,Professional Services,India,2021-05-27
12510,Large,Professional Services,Germany,2022-12-18
12511,Small,Manufacturing,India,2022-05-22
12512,Large,Education,USA,2022-03-22
12513,Medium,Technology,India,2022-03-20
12514,Medium,Technology,UK,2021-04-28
12515,Medium,Media,Canada,2025-03-21
12516,Enterprise,Finance,Singapore,2023-07-18
12517,Small,Technology,Australia,2022-07-21
12518,Medium,Media,UK,2026-04-21
12519,Medium,Education,Singapore,2021-03-29
12520,Large,Manufacturing,USA,2025-07-11
12521,Medium,Finance,UK,2022-04-21
12522,Small,Media,UK,2025-09-02
12523,Small,Technology,USA,2025-02-17
12524,Medium,Finance,Germany,2021-10-22
12525,Large,Retail,India,2022-12-21
12526,Small,Finance,UK,2024-11-05
12527,Small,Professional Services,Australia,2023-09-22
12528,Enterprise,Manufacturing,Singapore,2024-07-30
12529,Small,Professional Services,Germany,2022-11-17
12530,Enterprise,Retail,UK,2024-04-18
12531,Medium,Professional Services,Canada,2023-08-19
12532,Large,Retail,USA,2023-07-24
12533,Small,Finance,USA,2022-02-10
12534,Small,Education,Singapore,2024-07-14
12535,Large,Manufacturing,Singapore,2025-06-06
12536,Large,Education,Germany,2023-12-24
12537,Large,Manufacturing,India,2021-04-29
12538,Small,Media,Germany,2021-11-09
12539,Large,Manufacturing,Singapore,2021-06-12
12540,Large,Professional Services,USA,2025-03-09
12541,Medium,Professional Services,UK,2021-10-20
12542,Large,Education,Australia,2022-11-21
12543,Large,Healthcare,UK,2024-11-01
12544,Medium,Media,Singapore,2025-04-15
12545,Small,Retail,USA,2022-11-04
12546,Medium,Professional Services,Canada,2022-02-03
12547,Small,Media,Australia,2023-11-14
12548,Medium,Professional Services,USA,2026-04-27
12549,Medium,Professional Services,Germany,2021-08-28
12550,Small,Finance,UK,2022-11-03
12551,Small,Education,USA,2022-02-06
12552,Small,Education,India,2021-02-22
12553,Large,Professional Services,USA,2023-12-24
12554,Enterprise,Finance,Australia,2024-02-17
12555,Small,Professional Services,Singapore,2021-10-13
12556,Enterprise,Retail,USA,2026-08-28
12557,Medium,Finance,USA,2023-10-26
12558,Small,Professional Services,India,2026-04-13
12559,Small,Manufacturing,Canada,2021-06-09
12560,Medium,Healthcare,Singapore,2021-05-22
12561,Large,Manufacturing,Canada,2022-02-01
12562,Large,Healthcare,UK,2023-11-08
12563,Small,Finance,UK,2022-06-18
12564,Small,Manufacturing,India,2025-04-05
12565,Medium,Retail,Australia,2025-12-04
12566,Small,Media,UK,2025-06-22
12567,Small,Manufacturing,Canada,2021-10-13
12568,Small,Education,Germany,2023-10-26
12569,Large,Media,Australia,2023-08-14
12570,Enterprise,Media,Australia,2022-11-02
12571,Medium,Healthcare,Singapore,2022-05-14
12572,Enterprise,Healthcare,Singapore,2024-01-12
12573,Small,Professional Services,UK,2026-01-30
12574,Medium,Retail,India,2024-02-16
12575,Small,Healthcare,USA,2026-09-08
12576,Medium,Healthcare,Australia,2024-03-26
12577,Enterprise,Professional Services,India,2026-09-10
12578,Medium,Retail,India,2026-06-30
12579,Medium,Manufacturing,India,2024-08-02
12580,Medium,Finance,Australia,2025-08-16
12581,Small,Manufacturing,UK,2021-12-02
12582,Large,Education,USA,2022-07-24
12583,Medium,Education,India,2022-08-22
12584,Medium,Healthcare,Australia,2024-02-21
12585,Medium,Media,USA,2023-05-15
12586,Medium,Education,USA,2023-03-16
12587,Small,Finance,Canada,2021-11-10
12588,Medium,Healthcare,UK,2021-01-28
12589,Small,Professional Services,USA,2024-06-07
12590,Large,Education,Canada,2023-10-27
12591,Large,Media,USA,2026-06-20
12592,Large,Professional Services,Australia,2024-09-03
12593,Medium,Technology,India,2024-06-02
12594,Medium,Technology,India,2026-09-19
12595,Small,Technology,Australia,2022-11-12
12596,Large,Professional Services,Canada,2022-01-10
12597,Small,Technology,India,2023-11-08
12598,Medium,Manufacturing,India,2025-03-31
12599,Small,Technology,Germany,2026-01-28
12600,Small,Healthcare,Australia,2023-03-17
12601,Medium,Retail,USA,2021-10-06
12602,Small,Manufacturing,Canada,2024-11-06
12603,Large,Media,India,2023-02-27
12604,Small,Retail,UK,2023-08-10
12605,Small,Healthcare,India,2024-08-25
12606,Medium,Media,USA,2021-10-04
12607,Small,Healthcare,India,2022-03-09
12608,Small,Finance,USA,2023-10-07
12609,Large,Media,USA,2024-01-01
12610,Small,Manufacturing,USA,2021-11-13
12611,Large,Retail,India,2024-04-26
12612,Small,Technology,USA,2021-05-01
12613,Small,Healthcare,Australia,2024-09-27
12614,Large,Technology,USA,2021-10-31
12615,Small,Media,Canada,2023-07-25
12616,Small,Retail,USA,2022-05-11
12617,Medium,Professional Services,USA,2022-12-14
12618,Small,Manufacturing,UK,2021-12-16
12619,Large,Education,Singapore,2023-06-25
12620,Small,Professional Services,India,2026-01-02
12621,Large,Media,India,2022-05-17
12622,Large,Media,UK,2024-03-23
12623,Medium,Professional Services,Singapore,2023-07-03
12624,Enterprise,Education,Singapore,2025-02-24
12625,Medium,Media,USA,2022-06-11
12626,Enterprise,Media,USA,2024-04-07
12627,Small,Healthcare,Canada,2026-07-20
12628,Medium,Finance,UK,2022-12-12
12629,Medium,Media,Canada,2026-08-03
12630,Medium,Technology,Germany,2021-04-22
12631,Medium,Healthcare,Australia,2026-10-01
12632,Large,Finance,USA,2025-07-31
12633,Small,Technology,USA,2025-07-09
12634,Small,Retail,Canada,2021-10-27
12635,Large,Professional Services,USA,2023-08-16
12636,Medium,Professional Services,USA,2026-03-06
12637,Enterprise,Education,India,2021-11-03
12638,Large,Finance,India,2021-05-01
12639,Enterprise,Technology,USA,2026-07-12
12640,Large,Media,Germany,2024-07-01
12641,Small,Healthcare,USA,2024-11-28
12642,Small,Technology,UK,2025-02-26
12643,Large,Healthcare,USA,2024-03-31
12644,Medium,Professional Services,India,2026-04-16
12645,Small,Education,Singapore,2024-12-26
12646,Medium,Media,Germany,2024-03-25
12647,Enterprise,Education,India,2024-09-08
12648,Medium,Technology,Canada,2022-09-21
12649,Medium,Technology,USA,2024-04-29
12650,Medium,Healthcare,Singapore,2024-04-14
12651,Small,Healthcare,USA,2026-05-16
12652,Medium,Finance,India,2022-06-01
12653,Medium,Professional Services,UK,2023-04-25
12654,Small,Finance,Germany,2025-03-28
12655,Large,Finance,India,2025-05-14
12656,Medium,Technology,Canada,2023-03-31
12657,Large,Manufacturing,India,2023-02-01
12658,Large,Manufacturing,Singapore,2024-09-24
12659,Small,Manufacturing,India,2021-04-21
12660,Medium,Manufacturing,Singapore,2026-01-16
12661,Medium,Finance,USA,2023-03-18
12662,Large,Technology,USA,2025-02-05
12663,Small,Manufacturing,Singapore,2024-05-28
12664,Medium,Media,Singapore,2022-05-02
12665,Medium,Education,Canada,2023-03-22
12666,Small,Retail,India,2026-08-06
12667,Small,Education,UK,2022-06-01
12668,Medium,Technology,UK,2023-04-15
12669,Large,Technology,UK,2022-09-16
12670,Small,Retail,UK,2023-11-14
12671,Medium,Healthcare,India,2025-04-14
12672,Medium,Healthcare,Canada,2024-03-01
12673,Large,Media,Canada,2024-09-06
12674,Small,Healthcare,India,2022-05-12
12675,Large,Finance,UK,2022-06-27
12676,Small,Healthcare,UK,2023-07-05
12677,Medium,Professional Services,Canada,2025-12-07
12678,Small,Finance,India,2021-03-23
12679,Small,Finance,Canada,2023-09-21
12680,Medium,Media,USA,2024-03-25
12681,Small,Healthcare,UK,2021-06-15
12682,Large,Healthcare,Australia,2026-09-03
12683,Small,Media,Canada,2023-03-18
12684,Medium,Retail,India,2021-11-28
12685,Small,Manufacturing,UK,2025-05-05
12686,Small,Media,Singapore,2025-03-15
12687,Small,Retail,India,2025-06-05
12688,Medium,Finance,Germany,2021-06-30
12689,Medium,Retail,Canada,2024-08-09
12690,Medium,Finance,Australia,2026-07-10
12691,Medium,Technology,USA,2024-01-12
12692,Medium,Finance,USA,2025-05-09
12693,Small,Finance,Singapore,2025-10-05
12694,Medium,Retail,USA,2022-05-03
12695,Enterprise,Manufacturing,India,2022-09-04
12696,Medium,Technology,UK,2024-01-18
12697,Medium,Education,India,2024-10-29
12698,Small,Education,Australia,2024-12-27
12699,Large,Manufacturing,Canada,2024-08-30
12700,Large,Education,Germany,2021-11-23
12701,Medium,Technology,Australia,2022-02-06
12702,Enterprise,Healthcare,India,2022-05-03
12703,Small,Technology,USA,2024-03-04
12704,Small,Retail,Australia,2024-04-17
12705,Large,Media,USA,2021-03-20
12706,Large,Professional Services,Singapore,2025-06-09
12707,Small,Finance,Australia,2025-04-06
12708,Small,Finance,India,2022-01-13
12709,Small,Media,Germany,2021-06-14
12710,Small,Retail,India,2025-04-13
12711,Large,Retail,India,2023-01-19
12712,Medium,Professional Services,Australia,2025-09-17
12713,Small,Professional Services,Germany,2026-01-20
12714,Medium,Finance,UK,2021-06-04
12715,Small,Professional Services,USA,2024-02-21
12716,Small,Professional Services,USA,2023-11-30
12717,Medium,Professional Services,USA,2024-09-15
12718,Enterprise,Media,USA,2025-01-03
12719,Large,Manufacturing,India,2025-02-25
12720,Small,Healthcare,UK,2021-11-24
12721,Large,Professional Services,Singapore,2025-03-07
12722,Large,Healthcare,USA,2023-02-28
12723,Large,Healthcare,India,2024-08-11
12724,Medium,Retail,Germany,2022-07-16
12725,Medium,Professional Services,Australia,2022-05-28
12726,Small,Finance,Singapore,2022-05-31
12727,Small,Manufacturing,India,2025-03-20
12728,Small,Finance,India,2024-03-31
12729,Small,Professional Services,UK,2022-10-29
12730,Medium,Finance,UK,2025-03-31
12731,Large,Professional Services,USA,2025-04-17
12732,Medium,Manufacturing,UK,2024-12-19
12733,Small,Technology,India,2023-08-25
12734,Enterprise,Manufacturing,USA,2026-06-04
12735,Enterprise,Media,Canada,2025-05-18
12736,Large,Technology,USA,2026-06-04
12737,Enterprise,Education,Canada,2021-12-30
12738,Medium,Technology,USA,2021-04-18
12739,Enterprise,Healthcare,USA,2022-09-15
12740,Small,Media,USA,2021-11-17
12741,Medium,Healthcare,USA,2022-05-25
12742,Small,Media,India,2023-12-01
12743,Small,Manufacturing,Canada,2021-10-31
12744,Small,Healthcare,Germany,2023-08-27
12745,Medium,Healthcare,USA,2024-12-09
12746,Large,Education,India,2024-11-18
12747,Medium,Healthcare,Singapore,2023-09-16
12748,Small,Retail,USA,2021-09-16
12749,Large,Retail,India,2026-05-29
12750,Medium,Retail,USA,2024-07-13
12751,Medium,Technology,Australia,2021-08-18
12752,Medium,Manufacturing,USA,2021-05-30
12753,Small,Manufacturing,UK,2023-06-29
12754,Small,Finance,USA,2023-09-05
12755,Enterprise,Education,India,2022-09-27
12756,Small,Retail,USA,2026-03-09
12757,Medium,Retail,Australia,2022-09-14
12758,Large,Healthcare,UK,2023-08-06
12759,Large,Retail,India,2023-12-30
12760,Small,Healthcare,India,2021-02-23
12761,Small,Healthcare,Canada,2023-04-24
12762,Small,Finance,Germany,2026-02-09
12763,Medium,Technology,USA,2021-10-26
12764,Medium,Healthcare,UK,2022-03-21
12765,Small,Healthcare,India,2021-04-08
12766,Enterprise,Manufacturing,USA,2021-06-26
12767,Medium,Finance,India,2022-12-20
12768,Small,Healthcare,Australia,2024-08-01
12769,Medium,Education,USA,2026-08-01
12770,Medium,Technology,Germany,2021-11-19
12771,Small,Media,Canada,2025-09-20
12772,Small,Education,Germany,2024-10-25
12773,Large,Retail,USA,2026-06-13
12774,Medium,Technology,India,2023-04-26
12775,Medium,Retail,Singapore,2021-03-31
12776,Medium,Manufacturing,Canada,2021-05-11
12777,Small,Professional Services,Germany,2023-11-19
12778,Small,Professional Services,India,2023-12-17
12779,Medium,Professional Services,USA,2023-09-21
12780,Small,Healthcare,Australia,2024-11-18
12781,Small,Finance,India,2021-07-09
12782,Large,Education,UK,2023-06-18
12783,Enterprise,Retail,USA,2025-10-27
12784,Large,Healthcare,India,2022-05-21
12785,Large,Professional Services,India,2026-05-21
12786,Small,Education,USA,2021-07-02
12787,Enterprise,Education,India,2021-06-03
12788,Small,Manufacturing,Canada,2024-07-16
12789,Enterprise,Manufacturing,India,2026-05-08
12790,Enterprise,Professional Services,USA,2023-11-13
12791,Large,Retail,Germany,2022-08-29
12792,Enterprise,Professional Services,USA,2024-09-28
12793,Medium,Professional Services,USA,2026-05-13
12794,Small,Healthcare,Australia,2023-12-01
12795,Medium,Finance,Singapore,2025-08-27
12796,Medium,Professional Services,India,2022-06-02
12797,Small,Retail,USA,2021-05-18
12798,Medium,Education,UK,2024-01-28
12799,Enterprise,Education,USA,2024-09-01
12800,Small,Media,Australia,2024-01-08
12801,Large,Technology,Singapore,2022-11-28
12802,Enterprise,Professional Services,Singapore,2023-03-22
12803,Enterprise,Media,USA,2022-04-18
12804,Enterprise,Media,India,2021-03-18
12805,Medium,Healthcare,Singapore,2023-10-23
12806,Enterprise,Technology,USA,2026-08-27
12807,Large,Manufacturing,India,2021-12-10
12808,Small,Finance,Canada,2023-07-29
12809,Medium,Retail,USA,2023-04-26
12810,Large,Professional Services,USA,2023-10-28
12811,Small,Education,Germany,2023-09-13
12812,Medium,Healthcare,India,2021-06-23
12813,Medium,Education,India,2023-04-26
12814,Small,Professional Services,USA,2022-11-24
12815,Medium,Manufacturing,UK,2023-10-06
12816,Large,Technology,India,2024-08-25
12817,Medium,Professional Services,USA,2021-08-25
12818,Small,Technology,Canada,2024-06-28
12819,Small,Retail,Germany,2024-05-29
12820,Medium,Healthcare,India,2021-12-04
12821,Enterprise,Manufacturing,Germany,2024-05-19
12822,Small,Healthcare,India,2021-12-03
12823,Medium,Retail,Canada,2024-03-03
12824,Small,Manufacturing,USA,2026-02-11
12825,Small,Media,India,2022-05-10
12826,Large,Manufacturing,Canada,2022-07-01
12827,Large,Technology,India,2021-06-10
12828,Small,Technology,India,2026-07-30
12829,Medium,Technology,USA,2025-10-08
12830,Small,Education,Canada,2025-02-16
12831,Medium,Media,India,2025-03-06
12832,Medium,Finance,India,2023-09-15
12833,Small,Professional Services,India,2024-10-07
12834,Small,Technology,USA,2025-04-03
12835,Medium,Finance,USA,2026-07-17
12836,Enterprise,Finance,India,2026-04-02
12837,Enterprise,Healthcare,India,2026-02-12
12838,Small,Retail,USA,2025-05-21
12839,Large,Education,Australia,2024-07-23
12840,Medium,Finance,Canada,2022-12-12
12841,Medium,Professional Services,Germany,2025-01-16
12842,Large,Education,India,2023-11-08
12843,Enterprise,Healthcare,Singapore,2021-03-13
12844,Enterprise,Technology,USA,2026-08-09
12845,Medium,Manufacturing,Singapore,2024-10-10
12846,Medium,Finance,USA,2025-12-23
12847,Large,Retail,USA,2024-01-09
12848,Small,Manufacturing,USA,2022-12-21
12849,Medium,Healthcare,USA,2026-07-09
12850,Medium,Education,Germany,2026-04-16
12851,Medium,Professional Services,Australia,2024-04-09
12852,Small,Media,Singapore,2022-02-10
12853,Small,Technology,UK,2026-04-30
12854,Enterprise,Education,USA,2023-11-23
12855,Small,Retail,India,2022-06-20
12856,Medium,Finance,Singapore,2023-12-06
12857,Small,Retail,UK,2021-10-01
12858,Small,Education,Canada,2025-11-02
12859,Small,Education,USA,2021-05-13
12860,Small,Manufacturing,UK,2021-09-21
12861,Large,Retail,Singapore,2022-01-02
12862,Small,Retail,India,2026-08-15
12863,Enterprise,Retail,USA,2023-05-01
12864,Medium,Technology,India,2025-09-26
12865,Medium,Professional Services,Australia,2024-12-15
12866,Medium,Education,India,2024-10-01
12867,Medium,Healthcare,India,2026-05-03
12868,Large,Technology,USA,2021-12-24
12869,Small,Technology,UK,2025-09-08
12870,Medium,Technology,USA,2024-11-10
12871,Large,Manufacturing,India,2021-11-21
12872,Enterprise,Media,Singapore,2023-01-21
12873,Large,Professional Services,Singapore,2021-09-13
12874,Medium,Professional Services,USA,2023-06-30
12875,Large,Healthcare,Australia,2022-08-07
12876,Medium,Media,UK,2022-07-31
12877,Medium,Retail,India,2026-02-15
12878,Small,Manufacturing,USA,2024-02-27
12879,Medium,Education,USA,2026-08-13
12880,Small,Media,USA,2023-06-14
12881,Small,Finance,USA,2025-11-19
12882,Large,Manufacturing,Germany,2023-12-30
12883,Small,Finance,USA,2026-10-01
12884,Small,Education,Canada,2022-03-13
12885,Small,Healthcare,India,2023-10-19
12886,Enterprise,Professional Services,UK,2022-06-02
12887,Medium,Finance,USA,2023-01-12
12888,Medium,Technology,UK,2026-07-18
12889,Large,Manufacturing,Australia,2023-05-13
12890,Large,Media,Australia,2026-08-04
12891,Small,Media,USA,2021-02-12
12892,Medium,Finance,Canada,2026-01-22
12893,Large,Education,Singapore,2025-09-30
12894,Medium,Professional Services,Canada,2022-02-08
12895,Small,Technology,India,2024-08-19
12896,Large,Media,Canada,2024-04-20
12897,Medium,Finance,India,2025-05-19
12898,Small,Professional Services,Germany,2022-03-18
12899,Medium,Education,UK,2021-09-07
12900,Small,Healthcare,USA,2023-05-28
12901,Small,Education,India,2026-03-02
12902,Large,Healthcare,USA,2024-07-27
12903,Small,Media,Singapore,2025-10-07
12904,Medium,Professional Services,India,2024-01-18
12905,Medium,Professional Services,USA,2026-04-29
12906,Small,Technology,Singapore,2026-03-14
12907,Enterprise,Education,USA,2026-07-16
12908,Small,Retail,USA,2021-09-05
12909,Small,Media,UK,2022-07-22
12910,Small,Manufacturing,USA,2026-02-13
12911,Small,Retail,India,2026-02-06
12912,Small,Media,India,2024-04-03
12913,Large,Retail,UK,2024-09-15
12914,Enterprise,Retail,Singapore,2023-07-23
12915,Small,Manufacturing,India,2023-09-08
12916,Medium,Retail,India,2023-05-20
12917,Large,Healthcare,USA,2021-06-18
12918,Large,Education,Germany,2022-01-14
12919,Medium,Professional Services,USA,2024-05-17
12920,Small,Technology,Germany,2026-04-17
12921,Small,Retail,India,2026-04-10
12922,Large,Professional Services,Singapore,2021-07-13
12923,Large,Retail,UK,2021-09-21
12924,Small,Media,Canada,2024-06-24
12925,Medium,Technology,USA,2025-07-12
12926,Enterprise,Media,Australia,2025-01-11
12927,Large,Technology,India,2026-07-09
12928,Enterprise,Retail,India,2025-10-30
12929,Large,Healthcare,USA,2022-06-05
12930,Medium,Professional Services,Germany,2023-07-08
12931,Medium,Technology,Australia,2024-07-24
12932,Medium,Education,UK,2022-07-28
12933,Small,Professional Services,UK,2025-03-18
12934,Medium,Education,India,2024-10-15
12935,Large,Professional Services,Germany,2024-10-12
12936,Small,Healthcare,Australia,2025-03-04
12937,Large,Media,Canada,2023-06-15
12938,Medium,Manufacturing,USA,2024-01-12
12939,Enterprise,Media,Singapore,2022-06-01
12940,Small,Finance,Germany,2023-10-21
12941,Small,Healthcare,Canada,2023-06-15
12942,Medium,Retail,USA,2022-04-10
12943,Small,Finance,UK,2025-05-30
12944,Large,Retail,UK,2022-09-05
12945,Large,Education,USA,2022-08-28
12946,Small,Technology,USA,2025-07-13
12947,Medium,Professional Services,USA,2022-09-13
12948,Medium,Retail,UK,2021-06-05
12949,Medium,Education,USA,2021-09-01
12950,Enterprise,Healthcare,USA,2022-03-26
12951,Large,Retail,Australia,2023-01-24
12952,Medium,Media,UK,2022-02-10
12953,Large,Education,India,2023-12-06
12954,Medium,Technology,USA,2023-01-19
12955,Enterprise,Professional Services,Germany,2024-07-18
12956,Medium,Retail,Australia,2025-04-29
12957,Large,Manufacturing,USA,2026-07-29
12958,Large,Education,Singapore,2024-04-05
12959,Small,Retail,India,2024-10-31
12960,Large,Technology,Singapore,2022-12-25
12961,Small,Professional Services,India,2024-12-12
12962,Small,Retail,India,2024-03-23
12963,Small,Retail,USA,2022-12-26
12964,Enterprise,Professional Services,USA,2021-03-28
12965,Large,Manufacturing,UK,2021-02-23
12966,Large,Education,Australia,2025-10-18
12967,Large,Finance,Germany,2023-12-02
12968,Medium,Media,USA,2024-06-07
12969,Enterprise,Professional Services,USA,2023-01-12
12970,Medium,Retail,India,2026-02-16
12971,Medium,Finance,India,2026-05-01
12972,Small,Healthcare,Canada,2025-01-26
12973,Large,Retail,India,2021-03-14
12974,Large,Finance,Australia,2022-12-26
12975,Medium,Healthcare,UK,2021-09-27
12976,Small,Manufacturing,India,2021-08-07
12977,Large,Education,UK,2022-07-01
12978,Small,Retail,India,2024-01-07
12979,Large,Education,USA,2025-11-24
12980,Enterprise,Healthcare,Australia,2026-05-23
12981,Medium,Education,USA,2026-04-12
12982,Small,Education,India,2022-02-25
12983,Large,Professional Services,Australia,2024-06-13
12984,Large,Technology,India,2026-02-01
12985,Medium,Healthcare,Australia,2022-08-08
12986,Enterprise,Education,USA,2025-04-12
12987,Small,Media,USA,2026-09-17
12988,Medium,Finance,Germany,2025-11-25
12989,Large,Healthcare,Canada,2026-03-08
12990,Large,Technology,India,2021-07-24
12991,Small,Retail,USA,2023-01-12
12992,Large,Manufacturing,Germany,2024-04-19
12993,Medium,Education,India,2026-09-19
12994,Medium,Finance,UK,2021-06-17
12995,Small,Technology,Australia,2022-10-04
12996,Large,Healthcare,Canada,2024-01-11
12997,Small,Manufacturing,Australia,2025-12-29
12998,Small,Manufacturing,Australia,2021-04-12
12999,Small,Media,Canada,2021-03-30
13000,Large,Education,Germany,2026-05-01
13001,Medium,Technology,Canada,2022-08-31
13002,Large,Technology,USA,2021-10-13
13003,Small,Finance,USA,2023-05-15
13004,Medium,Retail,Canada,2021-02-24
13005,Medium,Retail,Germany,2022-07-30
13006,Large,Professional Services,USA,2026-09-12
13007,Enterprise,Retail,USA,2022-07-12
13008,Small,Professional Services,Singapore,2023-01-01
13009,Medium,Manufacturing,UK,2023-09-20
13010,Small,Manufacturing,India,2023-03-12
13011,Medium,Media,Canada,2021-07-15
13012,Small,Healthcare,Singapore,2022-03-24
