customer_id,company_size,industry,country,plan,contract_type,monthly_recurring_revenue,discount_percentage,monthly_logins,active_users,monthly_sessions,feature_adoption_rate,usage_change_pct,days_since_last_login,onboarding_completion,number_of_integrations,support_tickets,unresolved_tickets,avg_resolution_hours,satisfaction_score,nps_score,churn,churn_date,churn_reason
11464,Medium,Healthcare,Canada,Business,Quarterly,745.42,12.50,88,37,104,68.50,0.40,32,50.00,4,0,0,50.10,8.00,63,0,NULL,"Not Churned"
11465,Enterprise,Retail,India,Professional,Annual,352.29,7.20,42,28,31,61.40,4.10,28,89.70,4,6,2,30.10,5.30,6,1,2026-01-21,"Business Closure"
11466,Small,"Professional Services",India,Professional,Monthly,345.63,10.50,60,18,56,56.10,-6.10,17,80.80,3,4,2,37.50,6.10,8,1,2027-09-08,"Contract Expired"
11467,Enterprise,Finance,USA,Professional,Annual,378.75,7.20,304,56,300,67.00,3.90,0,79.70,2,2,1,46.30,7.80,34,0,NULL,"Not Churned"
11468,Medium,Healthcare,India,Starter,Quarterly,120.43,13.30,84,19,62,50.20,-3.80,53,72.90,4,2,0,58.20,7.60,31,1,2025-02-22,"Low Product Usage"
11469,Large,Technology,Australia,Enterprise,Monthly,1873.11,6.40,231,44,266,81.10,-1.50,54,86.70,4,4,0,33.40,5.80,22,1,2024-12-29,"Business Closure"
11470,Large,Technology,India,Business,Monthly,866.60,12.10,77,22,95,73.80,-10.00,21,100.00,0,1,0,11.10,6.60,24,0,NULL,"Not Churned"
11471,Medium,Finance,USA,Enterprise,Annual,2465.76,15.40,38,7,29,58.60,0.30,0,87.90,2,3,0,23.90,7.30,36,0,NULL,"Not Churned"
11472,Large,Education,UK,Starter,Quarterly,141.70,9.70,62,27,62,44.90,-31.40,0,71.30,7,3,1,24.20,6.30,9,0,NULL,"Not Churned"
11473,Large,Media,USA,Business,Monthly,779.90,8.50,104,28,99,58.20,26.70,4,100.00,3,3,3,39.90,5.10,-8,0,NULL,"Not Churned"
11474,Medium,Media,USA,Professional,Annual,349.26,7.00,46,18,50,50.90,35.80,4,80.30,2,3,0,12.70,6.20,31,0,NULL,"Not Churned"
11475,Small,Finance,Germany,Professional,Monthly,401.31,8.70,36,15,52,89.20,3.80,60,91.00,2,0,0,29.10,7.20,25,0,NULL,"Not Churned"
11476,Medium,Retail,India,Professional,Annual,302.75,20.40,131,25,143,61.10,1.10,15,68.30,3,2,0,24.30,8.70,49,0,NULL,"Not Churned"
11477,Large,Finance,India,Enterprise,Quarterly,2139.42,17.60,95,25,67,78.30,-11.40,11,100.00,5,3,1,13.70,7.80,71,0,NULL,"Not Churned"
11478,Large,Technology,USA,Business,Monthly,898.35,13.70,24,13,17,65.10,-6.60,0,73.30,1,1,0,2.00,9.00,65,0,NULL,"Not Churned"
11479,Large,Education,USA,Professional,Monthly,339.46,6.60,48,16,47,53.00,14.60,39,83.90,1,1,0,35.50,8.90,61,0,NULL,"Not Churned"
11480,Medium,Education,UK,Enterprise,Monthly,2246.83,19.30,58,12,45,86.60,2.40,6,95.00,4,4,0,45.60,8.30,65,0,NULL,"Not Churned"
11481,Large,Manufacturing,USA,Professional,Annual,412.54,22.70,45,24,42,30.00,2.00,3,66.20,5,2,0,24.50,7.10,32,0,NULL,"Not Churned"
11482,Small,Finance,Australia,Business,Quarterly,729.62,0.00,10,6,12,73.70,2.00,21,80.80,6,2,1,2.00,7.80,38,0,NULL,"Not Churned"
11483,Medium,Retail,India,Business,Annual,745.68,9.40,88,18,80,67.70,4.90,23,58.90,2,5,1,39.30,6.50,24,0,NULL,"Not Churned"
11484,Small,Technology,USA,Business,Monthly,781.10,11.20,38,9,30,73.60,19.50,19,100.00,1,0,0,3.10,9.10,75,0,NULL,"Not Churned"
11485,Small,Healthcare,USA,Business,Monthly,837.01,6.90,16,9,20,57.00,10.50,11,75.10,5,2,0,36.00,6.50,34,0,NULL,"Not Churned"
11486,Medium,Media,Canada,Starter,Annual,121.77,0.00,25,11,36,19.00,1.70,0,98.30,3,4,2,22.10,4.80,-19,0,NULL,"Not Churned"
11487,Medium,Media,Singapore,Enterprise,Monthly,1898.24,4.20,20,11,29,63.60,22.60,31,68.70,3,5,0,55.50,5.00,-18,0,NULL,"Not Churned"
11488,Medium,Media,UK,Starter,Monthly,139.07,19.70,32,18,39,67.50,-29.40,0,82.10,2,3,1,40.30,7.60,70,0,NULL,"Not Churned"
11489,Medium,Education,Singapore,Professional,Monthly,390.43,3.40,66,13,56,83.80,17.40,35,62.80,6,3,0,27.30,6.10,39,0,NULL,"Not Churned"
11490,Medium,Media,USA,Starter,Quarterly,113.26,5.60,54,12,76,63.00,-14.60,1,61.80,3,5,0,32.30,5.50,14,0,NULL,"Not Churned"
11491,Small,Finance,India,Starter,Monthly,112.78,11.00,32,9,42,44.50,-24.50,0,85.30,1,1,0,16.80,7.10,50,0,NULL,"Not Churned"
11492,Medium,Manufacturing,India,Professional,Monthly,300.63,9.90,67,24,92,79.30,-5.30,13,82.70,2,3,2,2.00,6.00,10,0,NULL,"Not Churned"
11493,Small,Retail,USA,Business,Quarterly,841.24,6.30,51,13,42,48.40,-1.90,25,53.80,1,3,2,2.00,6.60,32,1,2027-08-22,Competitor
11494,Small,Retail,USA,Professional,Quarterly,328.67,15.40,24,9,26,65.50,30.60,42,89.50,0,4,2,22.20,6.20,32,0,NULL,"Not Churned"
11495,Medium,"Professional Services",India,Starter,Monthly,127.97,15.20,17,8,19,49.30,14.00,0,84.10,0,3,2,2.00,6.20,33,1,2026-04-02,Competitor
11496,Medium,Media,USA,Professional,Monthly,364.62,3.90,52,15,69,70.00,18.20,0,40.60,4,1,0,28.80,7.50,40,0,NULL,"Not Churned"
11497,Medium,Technology,USA,Business,Annual,1007.25,0.80,132,27,127,74.10,-35.80,10,54.90,1,2,0,21.00,6.90,31,0,NULL,"Not Churned"
11498,Medium,Education,India,Starter,Annual,135.40,13.10,76,18,74,57.10,-14.50,35,88.60,0,6,2,2.00,4.50,-2,1,2027-08-22,"Poor User Experience"
11499,Medium,Technology,USA,Business,Monthly,746.56,9.50,88,19,124,94.80,21.10,67,79.10,1,6,2,11.90,3.90,-32,1,2026-08-11,"Low Product Usage"
11500,Large,Media,Germany,Starter,Monthly,131.58,13.20,109,49,141,86.50,30.00,14,93.60,1,4,3,40.50,4.50,-18,0,NULL,"Not Churned"
11501,Medium,Manufacturing,USA,Professional,Monthly,310.62,9.70,128,24,155,71.30,14.70,6,79.60,3,5,0,40.90,8.50,52,0,NULL,"Not Churned"
11502,Medium,Healthcare,Canada,Professional,Monthly,337.08,6.40,7,4,6,48.60,4.00,1,74.70,0,3,0,35.20,8.00,33,1,2026-02-15,"Poor User Experience"
11503,Small,Media,UK,Business,Monthly,887.62,8.60,21,6,16,78.70,4.80,0,45.80,5,5,0,12.90,5.70,13,0,NULL,"Not Churned"
11504,Small,Healthcare,USA,Professional,Quarterly,358.23,19.40,63,21,77,67.20,9.00,18,27.20,5,0,0,13.50,9.90,99,1,2023-02-10,"Contract Expired"
11505,Medium,Healthcare,India,Professional,Quarterly,382.43,5.20,54,14,60,50.90,-12.80,21,60.50,4,3,0,21.60,6.10,31,0,NULL,"Not Churned"
11506,Medium,Retail,USA,Professional,Quarterly,396.73,8.50,253,48,376,89.30,-4.70,42,89.00,4,2,2,2.00,6.30,32,0,NULL,"Not Churned"
11507,Medium,Education,UK,Professional,Monthly,399.10,0.50,17,9,23,63.10,-3.80,0,47.40,0,5,1,2.30,6.80,27,1,2028-03-11,"Business Closure"
11508,Medium,Media,USA,Professional,Quarterly,304.65,0.00,32,16,37,69.50,31.20,0,61.50,2,2,0,33.70,7.20,60,0,NULL,"Not Churned"
11509,Medium,Technology,India,Professional,Monthly,376.10,1.30,51,18,41,76.30,-20.90,3,59.90,2,1,0,50.20,6.60,28,1,2023-11-21,"Poor User Experience"
11510,Large,Technology,India,Business,Monthly,1008.51,0.00,110,27,86,53.70,26.30,80,80.60,0,3,2,16.80,6.10,36,0,NULL,"Not Churned"
11511,Large,Manufacturing,Germany,Business,Annual,947.12,1.60,21,10,22,55.80,-3.30,0,100.00,5,3,0,12.00,5.60,5,0,NULL,"Not Churned"
11512,Large,Healthcare,USA,Starter,Monthly,123.84,13.20,34,17,28,100.00,-8.60,0,84.30,5,4,0,39.70,7.40,40,0,NULL,"Not Churned"
11513,Enterprise,Education,Canada,Professional,Monthly,419.82,14.80,79,17,99,75.30,4.60,0,84.00,3,2,2,31.90,7.20,26,0,NULL,"Not Churned"
11514,Small,Education,USA,Business,Quarterly,735.58,1.30,75,16,55,61.50,-15.00,0,68.50,5,1,1,26.50,7.80,57,0,NULL,"Not Churned"
11515,Small,Manufacturing,Germany,Business,Quarterly,748.73,1.30,42,10,63,31.80,34.50,0,73.50,0,2,1,48.00,6.50,25,1,2024-05-24,"Business Closure"
11516,Small,Finance,UK,Business,Monthly,951.02,9.10,38,12,55,34.10,-6.30,11,87.20,3,0,0,23.10,8.30,60,0,NULL,"Not Churned"
11517,Medium,Education,USA,Business,Monthly,886.05,26.00,91,24,108,73.30,30.10,29,84.00,1,4,1,19.70,5.30,-14,0,NULL,"Not Churned"
11518,Large,Education,Singapore,Professional,Quarterly,312.74,5.10,71,18,61,58.80,-17.60,23,64.60,3,1,0,46.00,5.40,12,0,NULL,"Not Churned"
11519,Small,Technology,Canada,Professional,Annual,343.48,7.90,51,12,47,69.90,-19.00,47,54.60,2,3,1,21.30,6.50,17,0,NULL,"Not Churned"
11520,Enterprise,Manufacturing,India,Starter,Annual,104.70,19.00,134,55,125,64.10,-35.60,16,80.10,5,1,1,2.00,7.00,43,1,2029-03-13,"Poor User Experience"
11521,Small,Media,India,Starter,Annual,124.11,18.00,50,14,42,77.40,-22.50,0,37.60,2,1,1,16.20,9.10,92,0,NULL,"Not Churned"
11522,Enterprise,Education,Australia,Enterprise,Monthly,1950.13,15.20,225,41,177,73.10,-10.00,0,89.50,2,0,0,28.90,7.30,28,1,2029-04-22,Competitor
11523,Medium,Education,Germany,Enterprise,Monthly,1875.31,17.00,24,11,30,99.80,19.30,40,87.20,3,2,0,36.30,6.40,11,0,NULL,"Not Churned"
11524,Small,Technology,UK,Business,Monthly,818.42,18.70,20,11,26,66.80,-44.50,3,70.60,4,4,1,51.60,5.30,-9,1,2029-02-10,"Business Closure"
11525,Medium,Media,UK,Professional,Monthly,326.15,6.30,11,6,10,53.30,13.80,3,87.60,5,2,2,39.70,7.80,42,0,NULL,"Not Churned"
11526,Small,Media,Canada,Professional,Monthly,341.86,13.50,46,11,60,57.70,-24.70,12,95.20,2,1,1,28.30,5.60,10,1,2024-05-05,"Poor User Experience"
11527,Small,Education,USA,Business,Quarterly,826.76,7.20,33,7,27,59.70,-3.50,22,70.80,2,0,0,36.60,9.70,94,0,NULL,"Not Churned"
11528,Small,Technology,Canada,Professional,Monthly,374.68,4.20,22,9,20,47.50,-22.70,18,55.50,3,0,0,9.10,7.40,27,1,2024-10-30,"High Price"
11529,Large,Finance,India,Business,Monthly,924.80,13.80,20,12,27,60.60,6.10,39,93.50,2,3,1,23.80,4.70,0,0,NULL,"Not Churned"
11530,Medium,Retail,Singapore,Starter,Quarterly,107.35,8.40,92,21,136,68.50,-20.30,29,90.00,2,4,0,26.00,7.90,64,0,NULL,"Not Churned"
11531,Small,"Professional Services",Australia,Starter,Monthly,122.52,9.10,36,8,48,58.80,29.60,44,60.60,5,2,0,25.60,6.50,57,0,NULL,"Not Churned"
11532,Medium,Technology,Canada,Business,Monthly,987.02,18.20,36,14,31,65.40,-2.30,43,68.20,3,3,0,41.30,6.20,20,0,NULL,"Not Churned"
11533,Large,Technology,USA,Enterprise,Quarterly,1984.28,12.60,56,36,53,14.30,23.70,1,100.00,2,2,0,22.80,8.00,51,0,NULL,"Not Churned"
11534,Small,Education,India,Business,Monthly,1010.15,8.90,28,6,34,65.90,-52.50,34,65.00,3,0,0,6.80,7.90,49,1,2024-05-06,"Business Closure"
11535,Medium,Technology,USA,Business,Annual,728.26,9.30,32,11,47,46.70,1.70,53,89.70,4,4,0,2.00,7.00,18,0,NULL,"Not Churned"
11536,Small,Manufacturing,Canada,Starter,Annual,106.19,0.40,29,8,43,80.80,17.20,29,97.20,1,3,1,2.00,4.40,-6,0,NULL,"Not Churned"
11537,Small,Healthcare,Canada,Professional,Monthly,319.25,14.80,36,7,42,50.50,-17.80,0,87.00,2,1,0,26.70,8.10,54,1,2028-01-26,"Contract Expired"
11538,Medium,Healthcare,USA,Starter,Quarterly,121.73,9.10,44,19,46,85.90,-6.50,18,94.80,1,1,1,24.80,8.00,47,0,NULL,"Not Churned"
11539,Small,Finance,UK,Professional,Monthly,334.15,8.40,22,11,20,44.50,-16.90,15,56.60,4,0,0,16.60,7.10,40,0,NULL,"Not Churned"
11540,Medium,Media,Germany,Professional,Annual,348.73,21.30,34,9,26,25.80,-4.70,6,67.40,3,1,0,35.40,9.10,58,0,NULL,"Not Churned"
11541,Large,Technology,India,Professional,Monthly,412.75,15.60,46,11,44,61.20,39.20,18,75.00,4,1,1,2.00,6.40,40,0,NULL,"Not Churned"
11542,Small,Media,USA,Enterprise,Annual,2132.86,11.50,34,11,39,77.20,34.50,55,100.00,4,4,1,27.20,6.70,26,0,NULL,"Not Churned"
11543,Medium,Manufacturing,Australia,Professional,Quarterly,401.39,12.70,28,17,34,63.20,21.40,50,68.20,5,2,1,18.40,7.10,54,0,NULL,"Not Churned"
11544,Small,Education,UK,Professional,Annual,306.42,17.90,35,19,34,100.00,23.10,6,100.00,3,4,1,37.30,6.70,22,0,NULL,"Not Churned"
11545,Enterprise,Education,Canada,Starter,Annual,136.10,8.50,72,28,106,43.70,8.10,8,73.00,3,3,1,30.60,5.20,17,1,2025-12-08,"Contract Expired"
11546,Medium,"Professional Services",UK,Starter,Monthly,139.87,15.10,24,10,19,78.20,4.60,0,81.00,2,5,1,20.70,5.30,12,0,NULL,"Not Churned"
11547,Large,Retail,Singapore,Professional,Monthly,332.41,2.60,52,19,66,83.50,6.40,22,81.90,3,4,2,56.50,4.50,4,0,NULL,"Not Churned"
11548,Medium,Finance,India,Business,Annual,885.26,11.70,66,18,66,75.90,-6.00,21,56.50,3,2,1,13.60,7.30,31,0,NULL,"Not Churned"
11549,Small,Manufacturing,USA,Professional,Annual,320.43,0.00,10,6,13,46.20,-3.00,13,82.10,2,4,0,2.00,5.60,16,0,NULL,"Not Churned"
11550,Medium,Media,India,Business,Quarterly,749.53,11.10,58,24,79,67.90,24.00,27,79.60,3,7,1,16.50,6.20,33,1,2022-07-05,"Contract Expired"
11551,Enterprise,Manufacturing,India,Professional,Annual,391.87,18.80,122,26,156,67.70,0.70,12,51.40,2,1,0,49.20,8.10,47,0,NULL,"Not Churned"
11552,Medium,"Professional Services",USA,Professional,Annual,374.65,6.40,13,6,15,43.30,49.60,30,84.50,4,3,2,2.00,7.70,48,0,NULL,"Not Churned"
11553,Large,"Professional Services",India,Business,Annual,946.29,10.40,27,10,21,37.60,13.50,36,66.10,3,6,1,25.30,6.70,16,1,2026-03-16,Competitor
11554,Large,Education,Singapore,Starter,Quarterly,120.47,5.10,57,17,46,76.80,11.20,1,92.60,5,4,1,27.30,5.10,22,0,NULL,"Not Churned"
11555,Small,Media,Singapore,Professional,Monthly,328.08,11.60,4,2,5,75.40,-5.40,0,65.10,2,2,1,18.70,7.30,51,0,NULL,"Not Churned"
11556,Small,Retail,USA,Professional,Quarterly,349.79,2.20,73,16,107,58.90,-12.60,53,93.20,1,1,0,20.30,7.10,34,1,2024-11-15,Competitor
11557,Medium,Education,Canada,Starter,Monthly,104.72,2.10,11,7,12,72.80,-28.30,0,65.80,1,4,1,43.30,3.50,-21,1,2028-04-01,"Poor Support"
11558,Medium,Retail,UK,Business,Monthly,806.85,13.30,64,20,91,80.80,-51.20,0,55.80,5,3,0,18.60,8.60,69,1,2025-12-30,"High Price"
11559,Large,Healthcare,Germany,Starter,Annual,114.50,3.30,33,9,48,100.00,-1.50,12,61.30,3,3,1,17.50,7.00,33,0,NULL,"Not Churned"
11560,Enterprise,Manufacturing,Canada,Starter,Monthly,132.01,20.60,76,38,61,80.00,-7.60,0,91.60,2,3,1,29.30,6.60,9,1,2024-10-25,"Contract Expired"
11561,Medium,"Professional Services",India,Starter,Monthly,104.23,20.30,51,12,54,70.40,-10.10,0,65.20,2,3,1,12.20,6.60,15,0,NULL,"Not Churned"
11562,Small,Healthcare,Australia,Professional,Monthly,327.55,3.20,26,14,34,42.60,-3.20,5,57.40,0,3,1,2.00,7.00,22,0,NULL,"Not Churned"
11563,Large,Media,Australia,Professional,Monthly,331.38,25.90,183,49,188,47.50,14.90,34,74.20,6,6,0,23.80,6.00,37,1,2023-12-28,"Poor User Experience"
11564,Small,Education,UK,Professional,Quarterly,365.04,9.70,36,7,34,38.70,-23.90,25,85.10,2,4,1,46.30,5.10,-8,1,2028-01-11,"Business Closure"
11565,Large,Finance,Singapore,Starter,Monthly,112.28,10.10,56,26,80,65.40,23.60,5,56.00,4,3,1,25.40,5.90,6,0,NULL,"Not Churned"
11566,Medium,Technology,Singapore,Starter,Annual,107.56,15.90,72,19,85,51.00,-12.90,11,88.30,3,2,0,25.70,6.30,37,0,NULL,"Not Churned"
11567,Medium,Finance,UK,Starter,Monthly,112.84,19.60,91,19,109,89.60,0.80,2,70.90,6,1,0,25.60,8.20,56,0,NULL,"Not Churned"
11568,Small,Finance,UK,Starter,Monthly,119.72,19.50,31,13,39,68.80,-33.90,4,68.80,3,2,0,2.00,6.50,1,0,NULL,"Not Churned"
11569,Medium,Technology,Singapore,Business,Monthly,878.83,24.30,20,13,30,100.00,-1.50,7,100.00,0,1,1,41.20,7.40,52,0,NULL,"Not Churned"
11570,Medium,Manufacturing,USA,Professional,Monthly,301.98,13.00,29,18,35,59.10,29.60,11,75.30,2,1,0,38.60,9.10,71,0,NULL,"Not Churned"
11571,Medium,Healthcare,USA,Professional,Annual,335.45,12.90,17,7,12,59.80,14.10,34,95.70,1,3,2,23.80,5.60,7,0,NULL,"Not Churned"
11572,Small,Healthcare,India,Starter,Monthly,134.10,13.20,35,8,52,73.20,-17.80,24,61.90,2,2,0,9.70,7.00,51,0,NULL,"Not Churned"
11573,Large,Manufacturing,Germany,Enterprise,Monthly,2330.17,11.20,71,25,63,73.90,36.00,29,64.00,2,3,1,23.80,5.30,2,0,NULL,"Not Churned"
11574,Large,Technology,Australia,Business,Monthly,858.17,0.30,27,8,40,5.00,29.90,49,76.10,2,4,0,18.90,8.00,64,1,2024-08-02,"High Price"
11575,Small,Retail,India,Business,Annual,857.26,0.00,33,19,34,29.30,-28.60,14,86.60,4,4,1,17.40,5.00,-10,0,NULL,"Not Churned"
11576,Small,Finance,Singapore,Starter,Quarterly,117.49,3.00,15,3,21,67.00,-17.80,0,65.20,0,2,0,2.00,6.60,22,0,NULL,"Not Churned"
11577,Small,Education,Australia,Starter,Annual,116.37,15.90,38,12,39,50.70,-13.00,0,66.80,1,5,4,28.20,4.30,-4,0,NULL,"Not Churned"
11578,Medium,Healthcare,Germany,Business,Monthly,841.69,8.60,37,8,45,34.90,-5.00,9,58.10,2,2,0,33.20,8.50,68,0,NULL,"Not Churned"
11579,Medium,Manufacturing,India,Starter,Quarterly,138.51,2.60,22,14,22,66.90,-30.50,14,100.00,1,1,0,27.10,8.00,39,0,NULL,"Not Churned"
11580,Medium,Education,UK,Professional,Monthly,354.93,18.40,69,16,89,67.50,-6.90,0,51.00,4,1,0,31.30,8.30,38,0,NULL,"Not Churned"
11581,Small,"Professional Services",Canada,Starter,Annual,130.11,5.90,42,12,56,58.50,-15.40,4,98.10,3,6,1,27.90,7.40,38,0,NULL,"Not Churned"
11582,Medium,Technology,UK,Starter,Annual,135.93,0.00,58,23,80,60.40,28.90,23,96.00,2,3,1,16.80,6.90,23,0,NULL,"Not Churned"
11583,Medium,Education,Canada,Starter,Monthly,120.14,1.50,65,15,57,45.50,32.50,25,77.10,1,1,0,33.00,7.40,55,1,2027-08-25,"Business Closure"
11584,Medium,Media,Germany,Professional,Quarterly,400.30,6.10,48,14,65,57.70,7.20,0,72.50,3,3,0,21.20,6.20,7,0,NULL,"Not Churned"
11585,Enterprise,Education,USA,Business,Monthly,1017.82,4.40,105,27,107,77.90,-26.60,0,75.90,3,2,2,2.00,7.70,51,0,NULL,"Not Churned"
11586,Small,Media,Germany,Starter,Monthly,123.17,9.10,115,26,136,45.40,-21.80,25,71.40,4,0,0,21.70,6.80,31,0,NULL,"Not Churned"
11587,Medium,Finance,India,Starter,Quarterly,118.92,11.90,22,12,16,60.40,48.30,0,81.80,3,0,0,2.00,7.80,52,0,NULL,"Not Churned"
11588,Medium,Technology,USA,Business,Monthly,962.22,12.00,85,20,100,49.20,34.70,35,77.80,4,5,4,42.40,3.90,-16,0,NULL,"Not Churned"
11589,Medium,Education,India,Professional,Monthly,377.02,9.10,64,20,87,55.60,-33.90,24,54.10,3,6,3,31.80,3.90,3,1,2023-10-21,"Contract Expired"
11590,Large,Healthcare,USA,Business,Monthly,904.93,16.70,73,14,68,34.90,-22.20,17,65.20,4,1,1,23.70,6.50,22,0,NULL,"Not Churned"
11591,Medium,Technology,USA,Business,Annual,986.12,17.70,15,3,16,65.70,13.40,13,64.10,3,2,1,43.70,5.80,3,0,NULL,"Not Churned"
11592,Enterprise,Healthcare,Germany,Starter,Annual,129.28,13.70,81,18,110,66.40,-16.10,0,82.10,1,3,0,15.60,8.30,64,0,NULL,"Not Churned"
11593,Small,Manufacturing,Canada,Professional,Monthly,376.09,17.20,102,23,96,39.40,15.10,31,72.60,1,3,0,7.90,9.50,91,0,NULL,"Not Churned"
11594,Small,Manufacturing,USA,Business,Monthly,784.05,0.00,55,11,79,56.20,-20.50,64,56.40,2,2,0,2.00,9.40,75,1,2027-04-24,"High Price"
11595,Large,"Professional Services",Canada,Professional,Monthly,381.81,0.00,112,24,92,61.70,2.60,23,55.70,7,5,0,23.10,6.40,-2,0,NULL,"Not Churned"
11596,Medium,Retail,India,Starter,Monthly,140.35,3.10,32,6,35,73.60,5.00,15,64.20,3,2,1,52.20,6.80,5,0,NULL,"Not Churned"
11597,Small,Manufacturing,India,Professional,Monthly,368.10,12.40,45,9,54,53.20,12.70,40,63.70,1,7,2,5.90,5.00,23,0,NULL,"Not Churned"
11598,Small,Education,Canada,Business,Monthly,991.25,16.90,8,3,9,49.70,13.50,19,64.60,1,2,0,29.40,6.70,25,0,NULL,"Not Churned"
11599,Small,Technology,Canada,Enterprise,Annual,2131.47,2.60,26,6,27,52.30,-24.80,8,93.80,5,3,1,5.00,4.80,-23,0,NULL,"Not Churned"
11600,Large,Manufacturing,Australia,Professional,Quarterly,302.72,12.70,139,28,168,73.20,-7.00,45,76.70,1,2,0,30.00,7.80,41,0,NULL,"Not Churned"
11601,Small,Healthcare,USA,Professional,Monthly,352.03,16.90,57,12,80,56.40,-4.60,4,73.30,3,5,1,45.70,7.10,43,0,NULL,"Not Churned"
11602,Small,Education,Australia,Professional,Monthly,297.98,6.90,24,6,30,50.30,-15.30,24,49.50,2,1,0,40.70,8.00,45,0,NULL,"Not Churned"
11603,Small,Manufacturing,Canada,Starter,Monthly,108.50,6.30,28,8,34,49.30,-24.60,20,100.00,4,0,0,14.20,7.80,31,0,NULL,"Not Churned"
11604,Medium,Media,Singapore,Starter,Monthly,110.00,15.30,64,35,83,91.20,9.50,27,66.50,1,2,1,11.60,6.80,22,0,NULL,"Not Churned"
11605,Small,Media,India,Professional,Quarterly,362.89,4.50,28,10,29,73.90,7.20,10,63.90,3,3,2,35.30,5.80,12,0,NULL,"Not Churned"
11606,Medium,Finance,UK,Business,Monthly,1005.10,4.60,55,14,39,62.70,-21.80,41,44.30,2,5,1,42.40,6.60,39,1,2028-10-24,"Poor User Experience"
11607,Small,Healthcare,UK,Starter,Annual,102.83,7.80,30,8,44,64.80,25.10,12,52.30,1,2,2,33.60,6.60,9,0,NULL,"Not Churned"
11608,Large,"Professional Services",Singapore,Enterprise,Monthly,2052.25,8.50,157,35,148,73.50,21.60,0,74.00,4,7,2,23.10,6.30,11,1,2027-06-25,"Contract Expired"
11609,Small,"Professional Services",India,Starter,Quarterly,142.72,7.20,55,11,72,16.90,-3.40,36,99.70,4,1,1,19.50,7.40,54,0,NULL,"Not Churned"
11610,Medium,"Professional Services",UK,Professional,Annual,405.50,0.00,41,11,48,37.60,13.50,23,98.10,0,1,0,35.30,8.60,67,0,NULL,"Not Churned"
11611,Large,Healthcare,USA,Business,Monthly,970.87,10.80,65,16,82,52.80,28.40,6,62.60,2,3,1,38.40,5.70,1,1,2028-12-11,"Contract Expired"
11612,Medium,"Professional Services",UK,Starter,Quarterly,105.86,20.50,13,4,18,60.60,-14.90,0,35.20,2,5,1,29.10,6.30,23,1,2026-02-12,Competitor
11613,Medium,Retail,India,Starter,Monthly,129.05,8.60,14,8,15,38.90,-18.90,0,94.60,6,0,0,29.10,8.80,88,0,NULL,"Not Churned"
11614,Small,Finance,India,Starter,Monthly,110.53,2.90,28,10,20,84.50,31.30,28,84.40,6,2,1,13.40,6.50,28,0,NULL,"Not Churned"
11615,Small,Retail,UK,Enterprise,Monthly,2371.29,15.00,40,11,59,84.20,3.00,35,50.60,3,3,0,7.70,5.10,19,0,NULL,"Not Churned"
11616,Medium,Media,USA,Professional,Monthly,349.87,7.30,49,14,66,48.90,-10.20,27,78.30,3,0,0,54.00,9.10,77,1,2026-05-15,"Poor User Experience"
11617,Enterprise,Manufacturing,India,Starter,Monthly,128.70,5.20,38,10,46,75.60,20.40,29,62.70,2,3,0,36.10,7.50,45,0,NULL,"Not Churned"
11618,Medium,Finance,USA,Business,Monthly,850.09,16.80,48,12,68,79.70,5.50,2,66.90,3,3,1,22.40,5.10,-15,0,NULL,"Not Churned"
11619,Medium,Healthcare,India,Professional,Annual,408.69,6.60,12,7,17,39.20,11.70,30,43.80,1,1,0,2.30,6.40,29,0,NULL,"Not Churned"
11620,Large,Retail,Singapore,Starter,Annual,103.06,11.70,45,29,63,72.30,-5.70,33,81.40,3,4,1,22.10,5.10,-8,0,NULL,"Not Churned"
11621,Medium,Education,UK,Professional,Monthly,320.97,17.50,68,28,55,100.00,-31.20,27,82.00,2,2,0,11.50,7.50,42,0,NULL,"Not Churned"
11622,Small,Finance,Germany,Professional,Monthly,399.54,10.90,44,12,56,81.90,8.00,22,82.70,0,4,1,26.00,7.40,40,0,NULL,"Not Churned"
11623,Medium,Healthcare,USA,Starter,Monthly,132.94,7.10,43,15,41,64.70,-27.90,5,91.20,3,4,0,21.60,8.90,60,1,2022-02-11,"Contract Expired"
11624,Enterprise,Technology,Singapore,Professional,Monthly,320.32,13.30,138,36,101,68.90,-10.00,48,77.90,1,1,0,2.00,8.30,59,0,NULL,"Not Churned"
11625,Small,Finance,USA,Starter,Monthly,107.10,0.00,77,19,71,63.50,-38.80,18,49.60,2,4,1,23.30,7.80,52,0,NULL,"Not Churned"
11626,Medium,Finance,UK,Business,Quarterly,815.10,15.40,15,7,18,63.60,-55.20,8,63.80,3,3,0,31.00,7.50,38,0,NULL,"Not Churned"
11627,Small,Manufacturing,USA,Starter,Monthly,122.24,4.60,38,10,54,48.20,14.70,0,88.60,5,5,2,11.90,5.40,-13,0,NULL,"Not Churned"
11628,Medium,Education,Australia,Starter,Monthly,103.97,10.80,44,8,55,88.40,17.70,3,43.20,3,2,1,2.00,8.30,66,0,NULL,"Not Churned"
11629,Small,Manufacturing,UK,Enterprise,Annual,2521.10,10.30,70,13,82,68.70,28.20,32,100.00,5,1,1,33.20,5.70,14,0,NULL,"Not Churned"
11630,Medium,"Professional Services",USA,Professional,Monthly,361.32,12.40,52,18,50,71.80,49.30,3,68.60,3,2,0,27.50,10.00,98,0,NULL,"Not Churned"
