customer_id,company_size,industry,country,signup_date,subscription_id,plan,contract_type,monthly_recurring_revenue,discount_percentage,contract_start_date,contract_end_date,usage_id,monthly_logins,active_users,monthly_sessions,feature_adoption_rate,usage_change_pct,days_since_last_login,onboarding_completion,number_of_integrations,support_id,support_tickets,unresolved_tickets,avg_resolution_hours,satisfaction_score,nps_score,status_id,churn,churn_date,churn_reason
12553,Large,Professional Services,USA,2023-12-24,52553,Starter,Quarterly,116.02,7.7,2023-12-24,2024-03-23,72553,111,22,84,59.8,-33.5,19,96.2,4,92553,0,0,2.0,10.0,86,112553,0,,Not Churned
12554,Enterprise,Finance,Australia,2024-02-17,52554,Professional,Monthly,398.16,11.6,2024-02-17,2024-03-18,72554,101,19,140,40.8,28.4,18,97.6,2,92554,3,0,2.0,6.5,25,112554,0,,Not Churned
12555,Small,Professional Services,Singapore,2021-10-13,52555,Business,Monthly,947.92,0.0,2021-10-13,2021-11-12,72555,72,17,69,72.4,-20.4,13,90.5,2,92555,1,0,23.8,7.1,34,112555,0,,Not Churned
12556,Enterprise,Retail,USA,2026-08-28,52556,Business,Annual,868.44,15.6,2026-08-28,2027-08-23,72556,180,43,207,78.1,11.6,45,86.4,2,92556,2,1,26.7,7.2,24,112556,0,,Not Churned
12557,Medium,Finance,USA,2023-10-26,52557,Business,Monthly,955.29,10.6,2023-10-26,2023-11-25,72557,19,7,25,57.5,10.4,0,27.6,2,92557,1,0,75.2,9.9,89,112557,0,,Not Churned
12558,Small,Professional Services,India,2026-04-13,52558,Starter,Quarterly,142.97,7.5,2026-04-13,2026-07-12,72558,51,10,58,62.7,-8.2,38,100.0,4,92558,1,0,7.0,8.8,72,112558,0,,Not Churned
12559,Small,Manufacturing,Canada,2021-06-09,52559,Starter,Quarterly,119.06,2.3,2021-06-09,2021-09-07,72559,115,24,121,22.2,-28.3,4,100.0,0,92559,3,0,4.5,7.1,40,112559,0,,Not Churned
12560,Medium,Healthcare,Singapore,2021-05-22,52560,Enterprise,Annual,2624.59,1.7,2021-05-22,2022-05-17,72560,10,5,11,73.2,-16.3,19,90.1,2,92560,5,1,19.5,7.1,65,112560,0,,Not Churned
12561,Large,Manufacturing,Canada,2022-02-01,52561,Starter,Monthly,112.33,8.8,2022-02-01,2022-03-03,72561,79,18,108,45.0,-28.4,12,70.8,1,92561,4,2,14.6,5.8,16,112561,1,2026-08-24,Competitor
12562,Large,Healthcare,UK,2023-11-08,52562,Business,Quarterly,1006.48,8.9,2023-11-08,2024-02-06,72562,40,20,45,58.3,-2.8,16,80.4,2,92562,4,0,23.6,6.2,19,112562,0,,Not Churned
12563,Small,Finance,UK,2022-06-18,52563,Enterprise,Quarterly,2535.61,0.0,2022-06-18,2022-09-16,72563,20,8,17,43.6,5.6,26,86.1,2,92563,4,1,59.7,6.6,32,112563,0,,Not Churned
12564,Small,Manufacturing,India,2025-04-05,52564,Business,Annual,781.74,26.0,2025-04-05,2026-03-31,72564,29,6,25,52.2,7.1,40,93.8,2,92564,3,0,24.7,7.4,24,112564,0,,Not Churned
12565,Medium,Retail,Australia,2025-12-04,52565,Professional,Quarterly,340.36,2.8,2025-12-04,2026-03-04,72565,126,37,139,77.5,-20.0,15,87.3,1,92565,4,1,14.9,4.5,-17,112565,0,,Not Churned
12566,Small,Media,UK,2025-06-22,52566,Professional,Quarterly,384.22,18.2,2025-06-22,2025-09-20,72566,33,10,28,37.0,-16.1,6,86.9,8,92566,1,0,14.1,7.2,45,112566,0,,Not Churned
12567,Small,Manufacturing,Canada,2021-10-13,52567,Professional,Annual,320.97,6.6,2021-10-13,2022-10-08,72567,60,24,80,59.6,-40.2,24,76.6,4,92567,2,1,8.5,6.6,34,112567,0,,Not Churned
12568,Small,Education,Germany,2023-10-26,52568,Professional,Monthly,369.86,13.6,2023-10-26,2023-11-25,72568,36,9,50,52.6,-24.7,39,75.4,3,92568,3,0,22.7,6.1,16,112568,0,,Not Churned
12569,Large,Media,Australia,2023-08-14,52569,Starter,Monthly,124.46,8.0,2023-08-14,2023-09-13,72569,45,22,37,87.2,8.2,0,95.5,1,92569,2,0,36.2,6.8,36,112569,0,,Not Churned
12570,Enterprise,Media,Australia,2022-11-02,52570,Business,Annual,809.33,6.9,2022-11-02,2023-10-28,72570,80,17,84,59.2,-45.2,60,70.5,4,92570,2,0,37.4,7.3,54,112570,1,2027-05-28,Low Product Usage
12571,Medium,Healthcare,Singapore,2022-05-14,52571,Starter,Monthly,114.62,10.8,2022-05-14,2022-06-13,72571,22,6,29,37.4,4.9,35,75.3,5,92571,2,1,28.9,6.5,32,112571,1,2024-03-13,Competitor
12572,Enterprise,Healthcare,Singapore,2024-01-12,52572,Professional,Quarterly,360.75,6.5,2024-01-12,2024-04-11,72572,127,26,97,62.5,2.8,17,65.2,1,92572,5,0,42.2,5.3,-1,112572,0,,Not Churned
12573,Small,Professional Services,UK,2026-01-30,52573,Professional,Quarterly,334.23,17.8,2026-01-30,2026-04-30,72573,38,11,45,32.8,-32.3,33,83.4,3,92573,5,2,18.8,3.7,-31,112573,1,2026-10-11,Low Product Usage
12574,Medium,Retail,India,2024-02-16,52574,Professional,Monthly,319.58,0.0,2024-02-16,2024-03-17,72574,43,16,49,73.9,14.4,22,90.5,2,92574,4,2,37.3,6.6,29,112574,0,,Not Churned
12575,Small,Healthcare,USA,2026-09-08,52575,Starter,Monthly,134.48,8.6,2026-09-08,2026-10-08,72575,19,12,25,26.9,-20.8,30,56.9,0,92575,3,0,21.7,6.0,21,112575,1,2026-12-21,Missing Features
12576,Medium,Healthcare,Australia,2024-03-26,52576,Business,Monthly,895.57,4.6,2024-03-26,2024-04-25,72576,41,13,60,63.6,10.1,30,100.0,2,92576,1,0,30.1,7.3,32,112576,1,2025-11-17,High Price
12577,Enterprise,Professional Services,India,2026-09-10,52577,Professional,Monthly,351.11,14.4,2026-09-10,2026-10-10,72577,85,16,93,77.4,35.3,23,100.0,3,92577,3,2,2.0,7.3,23,112577,0,,Not Churned
12578,Medium,Retail,India,2026-06-30,52578,Business,Monthly,776.42,0.0,2026-06-30,2026-07-30,72578,82,17,76,48.6,11.7,23,90.7,3,92578,4,0,37.9,6.2,-5,112578,1,2029-05-11,High Price
12579,Medium,Manufacturing,India,2024-08-02,52579,Starter,Quarterly,126.96,18.0,2024-08-02,2024-10-31,72579,132,24,97,92.7,21.2,15,89.7,1,92579,1,1,28.7,6.6,33,112579,0,,Not Churned
12580,Medium,Finance,Australia,2025-08-16,52580,Starter,Annual,128.4,2.5,2025-08-16,2026-08-11,72580,32,15,43,62.8,20.7,14,72.1,2,92580,1,0,42.9,8.7,59,112580,0,,Not Churned
12581,Small,Manufacturing,UK,2021-12-02,52581,Starter,Monthly,122.15,13.9,2021-12-02,2022-01-01,72581,28,7,24,26.7,25.6,0,100.0,3,92581,1,0,28.9,8.1,82,112581,0,,Not Churned
12582,Large,Education,USA,2022-07-24,52582,Starter,Monthly,117.66,0.0,2022-07-24,2022-08-23,72582,45,22,62,49.9,-10.7,0,72.9,3,92582,5,1,33.9,6.2,20,112582,1,2023-08-14,Business Closure
12583,Medium,Education,India,2022-08-22,52583,Starter,Quarterly,138.42,5.7,2022-08-22,2022-11-20,72583,82,16,98,87.6,-40.4,15,74.1,3,92583,1,0,26.6,8.3,57,112583,0,,Not Churned
12584,Medium,Healthcare,Australia,2024-02-21,52584,Business,Quarterly,932.18,6.4,2024-02-21,2024-05-21,72584,75,26,63,64.5,-8.3,8,47.1,3,92584,3,2,2.0,7.4,53,112584,0,,Not Churned
12585,Medium,Media,USA,2023-05-15,52585,Starter,Annual,116.96,10.3,2023-05-15,2024-05-09,72585,152,30,165,5.0,-5.6,35,45.3,4,92585,1,0,12.2,5.7,25,112585,1,2025-01-31,Missing Features
12586,Medium,Education,USA,2023-03-16,52586,Starter,Quarterly,126.91,13.2,2023-03-16,2023-06-14,72586,46,20,56,84.2,19.5,20,69.4,2,92586,2,0,24.3,7.2,48,112586,0,,Not Churned
12587,Small,Finance,Canada,2021-11-10,52587,Starter,Monthly,111.82,24.9,2021-11-10,2021-12-10,72587,17,8,20,60.5,-0.9,39,91.8,5,92587,3,3,30.3,6.7,16,112587,0,,Not Churned
12588,Medium,Healthcare,UK,2021-01-28,52588,Business,Monthly,725.91,5.9,2021-01-28,2021-02-27,72588,38,17,27,66.8,-9.9,4,82.6,3,92588,2,0,29.5,7.5,51,112588,0,,Not Churned
12589,Small,Professional Services,USA,2024-06-07,52589,Professional,Annual,403.93,14.3,2024-06-07,2025-06-02,72589,42,9,49,41.3,-30.1,12,63.5,1,92589,1,0,2.0,7.3,26,112589,0,,Not Churned
12590,Large,Education,Canada,2023-10-27,52590,Professional,Monthly,397.81,6.3,2023-10-27,2023-11-26,72590,94,19,134,56.8,-10.4,29,100.0,2,92590,1,0,56.4,9.6,85,112590,1,2026-09-07,Poor User Experience
12591,Large,Media,USA,2026-06-20,52591,Business,Monthly,912.72,11.9,2026-06-20,2026-07-20,72591,38,23,46,51.4,-19.2,55,94.3,3,92591,3,0,6.3,7.5,53,112591,0,,Not Churned
12592,Large,Professional Services,Australia,2024-09-03,52592,Professional,Annual,396.89,0.0,2024-09-03,2025-08-29,72592,46,22,53,65.6,-7.2,26,74.5,3,92592,3,2,25.7,6.0,3,112592,0,,Not Churned
12593,Medium,Technology,India,2024-06-02,52593,Starter,Monthly,134.79,11.4,2024-06-02,2024-07-02,72593,23,15,30,64.8,-40.2,0,85.7,2,92593,3,0,8.0,6.8,9,112593,0,,Not Churned
12594,Medium,Technology,India,2026-09-19,52594,Business,Monthly,978.43,2.8,2026-09-19,2026-10-19,72594,35,20,39,86.5,36.6,25,94.9,4,92594,2,0,25.7,8.1,42,112594,0,,Not Churned
12595,Small,Technology,Australia,2022-11-12,52595,Professional,Monthly,406.75,0.0,2022-11-12,2022-12-12,72595,63,34,82,74.0,-8.2,12,78.4,6,92595,0,0,49.9,9.3,82,112595,0,,Not Churned
12596,Large,Professional Services,Canada,2022-01-10,52596,Professional,Annual,397.8,9.0,2022-01-10,2023-01-05,72596,29,11,24,72.8,-5.1,17,61.9,5,92596,0,0,41.9,8.0,61,112596,0,,Not Churned
12597,Small,Technology,India,2023-11-08,52597,Business,Quarterly,975.9,10.5,2023-11-08,2024-02-06,72597,24,10,34,68.1,29.7,18,61.8,2,92597,2,1,18.2,8.7,63,112597,0,,Not Churned
12598,Medium,Manufacturing,India,2025-03-31,52598,Starter,Monthly,123.07,7.5,2025-03-31,2025-04-30,72598,104,25,109,64.5,-11.9,36,90.8,3,92598,3,1,36.3,5.9,29,112598,0,,Not Churned
12599,Small,Technology,Germany,2026-01-28,52599,Starter,Annual,131.74,12.6,2026-01-28,2027-01-23,72599,88,16,89,91.8,-6.2,29,95.6,2,92599,2,1,13.5,7.9,54,112599,0,,Not Churned
12600,Small,Healthcare,Australia,2023-03-17,52600,Enterprise,Monthly,2126.6,22.3,2023-03-17,2023-04-16,72600,41,10,53,57.2,21.5,19,100.0,2,92600,0,0,22.8,8.3,55,112600,0,,Not Churned
12601,Medium,Retail,USA,2021-10-06,52601,Professional,Monthly,402.99,3.2,2021-10-06,2021-11-05,72601,35,23,41,38.5,-0.8,13,88.5,3,92601,3,0,2.0,6.9,35,112601,0,,Not Churned
12602,Small,Manufacturing,Canada,2024-11-06,52602,Professional,Annual,402.68,15.5,2024-11-06,2025-11-01,72602,16,8,14,27.9,-0.1,42,99.9,5,92602,3,1,38.8,6.5,23,112602,0,,Not Churned
12603,Large,Media,India,2023-02-27,52603,Business,Quarterly,742.18,4.8,2023-02-27,2023-05-28,72603,103,53,94,39.7,-7.9,24,100.0,4,92603,0,0,31.8,7.8,56,112603,0,,Not Churned
12604,Small,Retail,UK,2023-08-10,52604,Starter,Annual,116.57,12.3,2023-08-10,2024-08-04,72604,29,9,35,85.6,22.6,0,39.2,2,92604,1,0,10.4,7.8,33,112604,1,2024-09-05,Poor User Experience
12605,Small,Healthcare,India,2024-08-25,52605,Starter,Annual,109.2,9.3,2024-08-25,2025-08-20,72605,39,15,39,59.8,30.9,13,79.8,1,92605,3,0,49.0,8.4,68,112605,0,,Not Churned
12606,Medium,Media,USA,2021-10-04,52606,Starter,Annual,107.7,20.6,2021-10-04,2022-09-29,72606,54,10,56,68.5,4.4,47,95.0,4,92606,5,1,16.3,6.8,20,112606,0,,Not Churned
12607,Small,Healthcare,India,2022-03-09,52607,Business,Monthly,845.93,9.4,2022-03-09,2022-04-08,72607,24,11,30,52.5,-17.5,38,40.7,3,92607,1,0,35.9,7.8,54,112607,1,2024-02-05,High Price
12608,Small,Finance,USA,2023-10-07,52608,Professional,Monthly,374.14,9.9,2023-10-07,2023-11-06,72608,37,9,44,63.2,-12.6,8,67.1,2,92608,1,0,9.8,7.7,67,112608,0,,Not Churned
12609,Large,Media,USA,2024-01-01,52609,Business,Monthly,824.76,17.2,2024-01-01,2024-01-31,72609,54,25,45,52.6,20.9,6,54.8,0,92609,4,0,17.8,7.1,56,112609,0,,Not Churned
12610,Small,Manufacturing,USA,2021-11-13,52610,Starter,Monthly,114.99,13.3,2021-11-13,2021-12-13,72610,11,3,15,58.9,-0.8,23,71.7,5,92610,3,1,43.9,6.7,28,112610,0,,Not Churned
12611,Large,Retail,India,2024-04-26,52611,Professional,Quarterly,309.07,14.3,2024-04-26,2024-07-25,72611,13,8,13,65.3,-14.2,1,73.1,2,92611,2,1,22.5,7.0,50,112611,0,,Not Churned
12612,Small,Technology,USA,2021-05-01,52612,Professional,Quarterly,344.41,18.8,2021-05-01,2021-07-30,72612,36,21,44,65.8,-28.1,25,63.3,3,92612,2,0,9.2,7.1,37,112612,0,,Not Churned
12613,Small,Healthcare,Australia,2024-09-27,52613,Starter,Quarterly,121.78,11.5,2024-09-27,2024-12-26,72613,20,12,29,34.0,8.8,4,42.3,3,92613,2,1,34.8,7.7,44,112613,1,2028-05-19,Competitor
12614,Large,Technology,USA,2021-10-31,52614,Business,Quarterly,841.12,20.6,2021-10-31,2022-01-29,72614,66,31,69,61.8,37.8,37,81.6,2,92614,4,1,7.2,5.6,-2,112614,0,,Not Churned
12615,Small,Media,Canada,2023-07-25,52615,Professional,Monthly,380.81,0.0,2023-07-25,2023-08-24,72615,14,9,15,42.3,-12.9,7,68.9,4,92615,1,0,44.5,7.6,55,112615,1,2024-03-17,Poor User Experience
12616,Small,Retail,USA,2022-05-11,52616,Professional,Annual,332.8,8.5,2022-05-11,2023-05-06,72616,35,10,43,39.5,-18.5,14,100.0,2,92616,0,0,31.0,9.2,70,112616,0,,Not Churned
12617,Medium,Professional Services,USA,2022-12-14,52617,Starter,Annual,132.07,9.6,2022-12-14,2023-12-09,72617,34,11,33,64.3,-9.0,20,49.9,4,92617,2,0,5.3,6.8,47,112617,0,,Not Churned
12618,Small,Manufacturing,UK,2021-12-16,52618,Business,Quarterly,985.12,4.3,2021-12-16,2022-03-16,72618,24,14,24,37.9,6.2,7,100.0,4,92618,2,0,4.4,9.5,83,112618,0,,Not Churned
12619,Large,Education,Singapore,2023-06-25,52619,Starter,Monthly,126.83,14.8,2023-06-25,2023-07-25,72619,31,17,36,37.8,-7.4,12,46.5,2,92619,0,0,58.6,8.5,70,112619,1,2025-06-14,Contract Expired
12620,Small,Professional Services,India,2026-01-02,52620,Business,Quarterly,838.13,11.6,2026-01-02,2026-04-02,72620,51,11,49,45.3,1.2,31,85.1,4,92620,2,0,2.9,6.9,49,112620,0,,Not Churned
12621,Large,Media,India,2022-05-17,52621,Business,Quarterly,775.96,0.0,2022-05-17,2022-08-15,72621,80,50,76,39.1,23.7,0,80.8,0,92621,1,1,47.1,8.1,38,112621,0,,Not Churned
12622,Large,Media,UK,2024-03-23,52622,Starter,Quarterly,141.16,18.4,2024-03-23,2024-06-21,72622,57,11,76,12.2,-7.7,22,93.5,3,92622,3,0,16.2,7.5,28,112622,0,,Not Churned
12623,Medium,Professional Services,Singapore,2023-07-03,52623,Starter,Monthly,133.58,17.1,2023-07-03,2023-08-02,72623,48,16,35,61.3,-14.6,25,91.9,3,92623,1,0,39.2,8.7,75,112623,0,,Not Churned
12624,Enterprise,Education,Singapore,2025-02-24,52624,Business,Annual,795.82,11.3,2025-02-24,2026-02-19,72624,147,71,106,68.2,-18.7,20,87.9,3,92624,1,1,12.4,7.1,42,112624,0,,Not Churned
12625,Medium,Media,USA,2022-06-11,52625,Starter,Monthly,108.33,12.5,2022-06-11,2022-07-11,72625,59,12,55,87.6,8.0,25,73.4,2,92625,3,0,52.5,8.9,60,112625,0,,Not Churned
12626,Enterprise,Media,USA,2024-04-07,52626,Business,Annual,737.17,1.4,2024-04-07,2025-04-02,72626,35,12,44,59.3,1.9,0,67.1,3,92626,3,1,7.5,4.7,-17,112626,1,2025-06-07,Business Closure
12627,Small,Healthcare,Canada,2026-07-20,52627,Professional,Monthly,320.84,3.4,2026-07-20,2026-08-19,72627,38,10,36,55.6,5.0,10,77.0,2,92627,2,0,2.0,8.4,64,112627,1,2027-03-10,Competitor
12628,Medium,Finance,UK,2022-12-12,52628,Professional,Monthly,387.22,0.0,2022-12-12,2023-01-11,72628,21,6,25,67.6,-5.0,0,71.7,3,92628,1,0,8.7,8.3,66,112628,0,,Not Churned
12629,Medium,Media,Canada,2026-08-03,52629,Starter,Monthly,128.44,5.0,2026-08-03,2026-09-02,72629,47,12,44,80.2,-13.1,49,72.3,1,92629,3,0,35.6,8.3,66,112629,1,2028-05-17,Competitor
12630,Medium,Technology,Germany,2021-04-22,52630,Starter,Monthly,142.63,9.2,2021-04-22,2021-05-22,72630,18,8,13,89.8,29.4,9,93.5,5,92630,3,1,28.4,6.9,49,112630,0,,Not Churned
12631,Medium,Healthcare,Australia,2026-10-01,52631,Starter,Monthly,115.52,13.7,2026-10-01,2026-10-31,72631,28,9,36,67.5,-42.3,25,73.8,3,92631,4,1,17.9,6.2,35,112631,0,,Not Churned
12632,Large,Finance,USA,2025-07-31,52632,Starter,Annual,135.04,1.2,2025-07-31,2026-07-26,72632,24,9,27,93.3,19.8,24,100.0,3,92632,2,1,6.2,7.2,53,112632,0,,Not Churned
12633,Small,Technology,USA,2025-07-09,52633,Starter,Monthly,107.06,16.7,2025-07-09,2025-08-08,72633,92,20,112,90.0,-11.9,4,59.8,4,92633,5,1,14.5,5.8,14,112633,0,,Not Churned
12634,Small,Retail,Canada,2021-10-27,52634,Professional,Quarterly,366.42,10.6,2021-10-27,2022-01-25,72634,56,12,47,49.8,-8.4,3,88.6,5,92634,0,0,9.5,8.6,76,112634,0,,Not Churned
12635,Large,Professional Services,USA,2023-08-16,52635,Professional,Monthly,354.68,17.2,2023-08-16,2023-09-15,72635,82,15,98,5.8,-22.9,24,80.2,4,92635,4,1,12.3,6.0,-8,112635,0,,Not Churned
12636,Medium,Professional Services,USA,2026-03-06,52636,Starter,Quarterly,137.2,15.9,2026-03-06,2026-06-04,72636,38,7,51,41.3,11.4,18,100.0,2,92636,5,0,24.5,4.8,5,112636,0,,Not Churned
12637,Enterprise,Education,India,2021-11-03,52637,Starter,Annual,131.47,10.9,2021-11-03,2022-10-29,72637,111,59,90,52.0,5.9,21,75.8,1,92637,2,0,24.9,7.7,57,112637,0,,Not Churned
12638,Large,Finance,India,2021-05-01,52638,Professional,Monthly,321.3,12.6,2021-05-01,2021-05-31,72638,94,28,87,49.0,22.3,16,68.3,7,92638,2,2,34.0,5.3,7,112638,0,,Not Churned
12639,Enterprise,Technology,USA,2026-07-12,52639,Business,Monthly,1015.21,5.5,2026-07-12,2026-08-11,72639,288,64,384,54.8,21.5,0,100.0,2,92639,3,1,40.1,5.1,-4,112639,1,2027-03-23,Poor Support
12640,Large,Media,Germany,2024-07-01,52640,Professional,Monthly,398.34,9.5,2024-07-01,2024-07-31,72640,142,34,173,40.6,33.8,0,88.1,1,92640,1,0,2.0,8.0,35,112640,0,,Not Churned
12641,Small,Healthcare,USA,2024-11-28,52641,Enterprise,Quarterly,2143.07,11.3,2024-11-28,2025-02-26,72641,72,21,61,73.5,17.2,22,97.7,3,92641,3,3,20.6,5.5,-2,112641,0,,Not Churned
12642,Small,Technology,UK,2025-02-26,52642,Starter,Monthly,136.69,15.9,2025-02-26,2025-03-28,72642,11,6,10,48.2,6.2,39,82.9,2,92642,1,1,29.8,7.8,26,112642,1,2029-09-22,Contract Expired
12643,Large,Healthcare,USA,2024-03-31,52643,Starter,Annual,142.19,10.4,2024-03-31,2025-03-26,72643,57,17,81,58.1,26.1,28,65.6,2,92643,3,0,10.7,6.4,32,112643,0,,Not Churned
12644,Medium,Professional Services,India,2026-04-16,52644,Starter,Monthly,139.39,24.1,2026-04-16,2026-05-16,72644,69,13,69,59.6,-21.7,0,80.4,0,92644,2,0,11.9,8.0,83,112644,0,,Not Churned
12645,Small,Education,Singapore,2024-12-26,52645,Starter,Annual,125.36,10.6,2024-12-26,2025-12-21,72645,59,18,46,69.7,9.7,0,83.0,2,92645,3,1,25.1,6.0,2,112645,0,,Not Churned
12646,Medium,Media,Germany,2024-03-25,52646,Enterprise,Monthly,2314.4,0.0,2024-03-25,2024-04-24,72646,10,6,12,74.1,-22.9,50,70.6,7,92646,1,1,23.2,6.9,34,112646,1,2024-10-12,Low Product Usage
12647,Enterprise,Education,India,2024-09-08,52647,Professional,Monthly,310.56,6.8,2024-09-08,2024-10-08,72647,56,18,57,75.6,24.5,37,63.9,1,92647,1,0,8.8,10.0,88,112647,0,,Not Churned
12648,Medium,Technology,Canada,2022-09-21,52648,Professional,Monthly,317.68,3.4,2022-09-21,2022-10-21,72648,27,8,35,75.9,-6.7,0,52.9,3,92648,3,0,10.9,6.9,57,112648,0,,Not Churned
12649,Medium,Technology,USA,2024-04-29,52649,Starter,Monthly,143.27,7.5,2024-04-29,2024-05-29,72649,111,25,88,100.0,20.4,27,83.9,1,92649,2,1,26.9,8.8,67,112649,0,,Not Churned
12650,Medium,Healthcare,Singapore,2024-04-14,52650,Business,Annual,951.51,1.9,2024-04-14,2025-04-09,72650,24,10,23,62.9,-8.8,39,77.0,3,92650,5,0,4.1,7.8,48,112650,0,,Not Churned
12651,Small,Healthcare,USA,2026-05-16,52651,Business,Quarterly,730.09,0.0,2026-05-16,2026-08-14,72651,34,9,34,65.2,20.8,39,81.7,1,92651,2,1,21.7,6.8,41,112651,1,2030-09-25,Business Closure
12652,Medium,Finance,India,2022-06-01,52652,Professional,Monthly,364.57,4.4,2022-06-01,2022-07-01,72652,42,19,49,63.1,-2.3,21,77.4,2,92652,5,2,40.6,3.6,-40,112652,1,2024-06-07,Poor User Experience
12653,Medium,Professional Services,UK,2023-04-25,52653,Business,Quarterly,825.23,12.7,2023-04-25,2023-07-24,72653,32,8,27,62.8,10.9,0,66.5,4,92653,1,0,2.0,8.8,79,112653,0,,Not Churned
12654,Small,Finance,Germany,2025-03-28,52654,Enterprise,Annual,2109.86,13.6,2025-03-28,2026-03-23,72654,47,13,45,58.3,-1.4,0,73.2,2,92654,4,0,13.5,6.1,29,112654,0,,Not Churned
12655,Large,Finance,India,2025-05-14,52655,Starter,Monthly,125.38,4.2,2025-05-14,2025-06-13,72655,128,26,168,47.8,-13.7,0,71.6,4,92655,2,0,18.2,7.7,61,112655,1,2026-07-20,Contract Expired
12656,Medium,Technology,Canada,2023-03-31,52656,Starter,Quarterly,115.45,15.2,2023-03-31,2023-06-29,72656,94,28,80,42.8,-5.8,45,80.8,3,92656,1,1,51.2,7.4,37,112656,0,,Not Churned
12657,Large,Manufacturing,India,2023-02-01,52657,Starter,Monthly,112.57,5.8,2023-02-01,2023-03-03,72657,29,11,29,68.1,15.3,30,85.4,4,92657,1,0,18.0,8.7,51,112657,0,,Not Churned
12658,Large,Manufacturing,Singapore,2024-09-24,52658,Professional,Quarterly,412.38,4.9,2024-09-24,2024-12-23,72658,134,37,136,38.0,-37.5,15,72.5,1,92658,2,1,29.6,5.4,4,112658,0,,Not Churned
12659,Small,Manufacturing,India,2021-04-21,52659,Starter,Monthly,103.67,6.9,2021-04-21,2021-05-21,72659,11,3,10,53.7,17.9,20,75.9,3,92659,3,0,34.9,6.6,25,112659,0,,Not Churned
12660,Medium,Manufacturing,Singapore,2026-01-16,52660,Business,Quarterly,852.26,0.0,2026-01-16,2026-04-16,72660,37,20,52,81.2,-1.7,8,42.9,4,92660,9,2,25.0,2.9,-51,112660,0,,Not Churned
12661,Medium,Finance,USA,2023-03-18,52661,Professional,Quarterly,360.12,8.1,2023-03-18,2023-06-16,72661,42,11,47,59.8,-7.4,43,69.6,1,92661,4,3,14.2,5.4,9,112661,1,2024-12-01,Contract Expired
12662,Large,Technology,USA,2025-02-05,52662,Business,Quarterly,853.39,0.0,2025-02-05,2025-05-06,72662,56,13,56,55.4,-33.6,28,65.3,4,92662,0,0,33.7,7.3,37,112662,0,,Not Churned
12663,Small,Manufacturing,Singapore,2024-05-28,52663,Professional,Annual,378.01,5.9,2024-05-28,2025-05-23,72663,60,12,79,67.6,4.9,0,100.0,3,92663,5,5,42.3,4.0,-15,112663,0,,Not Churned
12664,Medium,Media,Singapore,2022-05-02,52664,Business,Annual,730.14,4.4,2022-05-02,2023-04-27,72664,28,12,20,79.4,-15.7,32,96.1,4,92664,1,0,2.0,8.3,82,112664,0,,Not Churned
12665,Medium,Education,Canada,2023-03-22,52665,Professional,Monthly,405.91,16.2,2023-03-22,2023-04-21,72665,63,19,94,38.8,-7.5,0,90.6,2,92665,2,0,49.9,7.6,49,112665,0,,Not Churned
12666,Small,Retail,India,2026-08-06,52666,Enterprise,Monthly,2255.16,3.5,2026-08-06,2026-09-05,72666,10,6,15,63.7,15.0,0,75.1,2,92666,3,1,48.7,6.0,4,112666,0,,Not Churned
12667,Small,Education,UK,2022-06-01,52667,Business,Monthly,887.22,25.6,2022-06-01,2022-07-01,72667,11,5,8,24.0,-8.8,8,87.3,4,92667,2,1,23.6,7.6,37,112667,1,2025-04-25,High Price
12668,Medium,Technology,UK,2023-04-15,52668,Professional,Monthly,354.19,4.4,2023-04-15,2023-05-15,72668,68,13,96,76.1,7.1,28,68.3,1,92668,1,0,37.1,8.1,42,112668,0,,Not Churned
12669,Large,Technology,UK,2022-09-16,52669,Professional,Quarterly,351.95,6.4,2022-09-16,2022-12-15,72669,147,28,139,58.8,-38.9,0,83.1,2,92669,2,0,35.8,8.2,47,112669,0,,Not Churned
12670,Small,Retail,UK,2023-11-14,52670,Enterprise,Monthly,2013.76,11.4,2023-11-14,2023-12-14,72670,10,6,8,85.8,-5.8,5,84.0,2,92670,2,1,38.4,8.1,58,112670,0,,Not Churned
12671,Medium,Healthcare,India,2025-04-14,52671,Professional,Quarterly,359.29,5.4,2025-04-14,2025-07-13,72671,29,8,34,85.2,27.1,0,59.7,3,92671,2,0,48.5,7.6,48,112671,0,,Not Churned
12672,Medium,Healthcare,Canada,2024-03-01,52672,Business,Monthly,847.85,16.3,2024-03-01,2024-03-31,72672,41,20,57,60.0,24.1,19,73.2,2,92672,1,0,2.0,7.5,43,112672,1,2027-06-28,Poor User Experience
12673,Large,Media,Canada,2024-09-06,52673,Professional,Monthly,354.84,0.0,2024-09-06,2024-10-06,72673,69,16,57,46.5,-37.9,33,78.4,4,92673,2,1,30.7,7.1,33,112673,0,,Not Churned
12674,Small,Healthcare,India,2022-05-12,52674,Business,Annual,726.61,10.9,2022-05-12,2023-05-07,72674,16,4,24,65.2,-21.1,12,65.0,1,92674,4,1,53.8,6.1,5,112674,0,,Not Churned
12675,Large,Finance,UK,2022-06-27,52675,Enterprise,Monthly,1970.79,5.0,2022-06-27,2022-07-27,72675,193,54,180,65.7,5.1,28,79.7,5,92675,3,2,36.1,7.8,51,112675,1,2023-03-30,Contract Expired
