support_id,customer_id,support_tickets,unresolved_tickets,avg_resolution_hours,satisfaction_score,nps_score
92298,12298,1,0,4.0,8.8,66
92299,12299,2,1,34.5,7.1,32
92300,12300,2,0,15.2,8.4,61
92301,12301,3,0,30.5,5.9,2
92302,12302,4,1,23.1,6.0,17
92303,12303,2,0,17.6,7.5,30
92304,12304,3,2,7.3,7.9,42
92305,12305,1,0,45.7,8.2,56
92306,12306,2,1,28.1,6.5,48
92307,12307,7,1,35.1,5.9,21
92308,12308,1,0,46.4,8.9,84
92309,12309,1,0,35.0,7.4,34
92310,12310,3,1,42.3,8.2,69
92311,12311,0,0,6.4,9.0,76
92312,12312,5,1,7.9,6.8,26
92313,12313,2,1,18.0,7.7,49
92314,12314,4,0,8.9,7.1,26
92315,12315,4,0,2.0,5.1,0
92316,12316,2,1,14.1,7.4,47
92317,12317,3,2,25.6,7.0,42
92318,12318,2,0,5.6,8.3,67
92319,12319,3,0,2.3,6.8,52
92320,12320,2,1,19.2,7.8,47
92321,12321,2,0,54.2,8.4,68
92322,12322,2,0,31.3,6.3,24
92323,12323,5,2,47.6,5.6,24
92324,12324,0,0,24.5,10.0,100
92325,12325,5,0,14.5,5.6,8
92326,12326,0,0,12.9,9.4,81
92327,12327,5,0,37.2,6.0,26
92328,12328,4,1,11.8,6.3,19
92329,12329,3,1,29.0,7.1,30
92330,12330,2,1,38.4,6.5,41
92331,12331,1,1,20.5,8.3,63
92332,12332,3,1,56.8,7.7,39
92333,12333,0,0,11.1,9.3,74
92334,12334,5,1,30.4,3.6,-9
92335,12335,6,1,44.8,5.4,29
92336,12336,1,0,25.9,7.7,66
92337,12337,3,1,12.2,8.0,56
92338,12338,3,0,31.7,8.2,51
92339,12339,2,0,53.4,7.5,44
92340,12340,0,0,23.7,8.3,40
92341,12341,9,2,25.4,6.3,18
92342,12342,2,1,21.7,6.2,24
92343,12343,3,0,24.9,4.9,-5
92344,12344,1,0,36.1,6.9,28
92345,12345,2,0,37.9,7.0,28
92346,12346,2,0,44.1,8.0,55
92347,12347,3,0,4.4,6.6,21
92348,12348,1,1,49.9,6.7,64
92349,12349,6,0,16.2,6.3,47
92350,12350,0,0,21.1,9.6,52
92351,12351,2,1,18.9,6.8,29
92352,12352,3,1,15.8,6.5,26
92353,12353,1,0,34.6,9.6,84
92354,12354,4,1,34.3,6.2,3
92355,12355,3,1,47.8,6.5,40
92356,12356,2,1,11.5,7.6,53
92357,12357,2,1,6.4,5.6,4
92358,12358,3,2,37.2,5.6,12
92359,12359,5,2,18.7,5.0,-15
92360,12360,5,0,18.7,6.6,23
92361,12361,1,0,7.4,8.2,59
92362,12362,1,0,27.1,8.9,75
92363,12363,6,3,2.0,4.4,16
92364,12364,4,0,16.1,7.0,43
92365,12365,0,0,23.8,7.9,42
92366,12366,5,0,49.4,7.8,18
92367,12367,2,0,47.2,6.4,21
92368,12368,0,0,5.3,8.4,69
92369,12369,1,0,10.0,6.6,37
92370,12370,2,1,15.3,8.2,64
92371,12371,2,2,46.2,7.4,50
92372,12372,2,0,7.7,8.4,57
92373,12373,6,2,20.0,5.3,-17
92374,12374,4,1,17.9,5.3,-9
92375,12375,3,1,17.5,9.0,93
92376,12376,2,0,46.4,9.3,64
92377,12377,2,0,8.5,7.9,36
92378,12378,1,0,34.5,6.8,34
92379,12379,2,2,24.6,6.4,45
92380,12380,4,1,32.1,6.3,18
92381,12381,3,1,14.6,7.3,21
92382,12382,4,1,15.4,7.0,30
92383,12383,3,0,46.0,6.8,24
92384,12384,5,0,8.1,6.7,22
92385,12385,5,1,37.1,5.5,-2
92386,12386,2,0,2.0,8.5,61
92387,12387,1,0,21.5,7.5,38
92388,12388,2,0,59.5,7.5,42
92389,12389,4,0,2.0,6.7,38
92390,12390,0,0,30.2,8.8,69
92391,12391,1,0,34.0,8.3,63
92392,12392,3,2,29.0,7.1,7
92393,12393,2,1,21.0,7.6,39
92394,12394,2,1,2.0,7.6,50
92395,12395,2,1,21.4,7.6,56
92396,12396,0,0,9.2,7.2,76
92397,12397,0,0,26.7,7.3,51
92398,12398,2,1,11.7,6.1,30
92399,12399,2,1,17.4,6.2,21
92400,12400,2,2,5.9,6.9,26
92401,12401,4,2,5.7,5.7,28
92402,12402,0,0,47.7,6.9,24
92403,12403,2,0,34.9,7.4,27
92404,12404,4,0,50.5,5.4,1
92405,12405,2,1,24.1,8.2,55
92406,12406,2,0,12.4,8.6,52
92407,12407,1,0,6.0,7.3,32
92408,12408,3,2,46.3,6.9,33
92409,12409,2,1,16.9,7.5,36
92410,12410,4,0,25.1,6.9,31
92411,12411,1,1,2.0,7.1,35
92412,12412,5,1,30.9,5.5,0
92413,12413,0,0,23.1,8.1,73
92414,12414,3,1,37.5,7.8,82
92415,12415,0,0,25.7,7.4,50
92416,12416,6,3,38.0,5.9,17
92417,12417,1,0,19.3,7.1,21
92418,12418,1,0,42.8,7.7,46
92419,12419,2,0,25.1,7.9,56
92420,12420,2,1,8.9,7.7,48
92421,12421,1,0,29.8,6.0,19
92422,12422,2,0,47.4,7.6,32
92423,12423,0,0,34.3,8.7,79
92424,12424,3,0,31.2,7.6,46
92425,12425,1,0,26.4,9.0,75
92426,12426,1,0,47.2,6.6,34
92427,12427,2,1,37.7,8.3,56
92428,12428,1,0,17.2,7.8,52
92429,12429,3,2,14.0,5.7,17
92430,12430,0,0,21.8,6.8,34
92431,12431,4,2,16.7,7.0,45
92432,12432,5,0,41.9,6.6,28
92433,12433,1,1,36.1,6.3,24
92434,12434,3,1,60.2,5.6,12
92435,12435,5,2,19.7,6.0,1
92436,12436,4,1,21.4,5.4,12
92437,12437,3,2,8.3,7.3,54
92438,12438,1,0,31.8,7.4,38
92439,12439,3,1,27.9,7.5,56
92440,12440,6,1,26.1,6.5,21
92441,12441,1,0,41.4,7.7,60
92442,12442,4,0,33.7,7.1,47
92443,12443,5,1,46.3,4.3,-14
92444,12444,3,1,18.4,6.0,16
92445,12445,5,3,29.9,6.7,37
92446,12446,4,2,30.0,7.8,24
92447,12447,1,0,41.5,6.5,28
92448,12448,2,0,35.8,8.6,60
92449,12449,2,0,41.2,6.7,29
92450,12450,1,0,26.0,7.5,40
92451,12451,3,1,31.3,5.2,-9
92452,12452,2,0,41.1,7.3,42
92453,12453,3,1,25.6,4.7,-14
92454,12454,0,0,23.0,7.5,49
92455,12455,3,0,2.0,6.1,6
92456,12456,2,1,27.6,8.4,69
92457,12457,6,2,8.2,4.5,-3
92458,12458,1,0,10.6,7.5,50
92459,12459,0,0,15.4,8.3,61
92460,12460,0,0,5.9,8.6,55
92461,12461,1,0,32.3,6.6,23
92462,12462,1,0,7.5,8.0,34
92463,12463,1,1,27.4,6.5,39
92464,12464,0,0,38.5,9.4,74
92465,12465,3,0,38.1,8.1,43
92466,12466,2,1,29.7,7.6,58
92467,12467,4,3,62.0,3.5,-27
92468,12468,3,2,25.4,5.6,3
92469,12469,2,0,2.0,8.3,47
92470,12470,3,2,23.9,5.9,7
92471,12471,0,0,2.0,8.3,47
92472,12472,3,1,14.6,7.5,61
92473,12473,3,0,17.7,8.1,50
92474,12474,2,0,28.6,7.2,45
92475,12475,4,1,2.0,6.3,39
92476,12476,1,0,29.4,8.5,82
92477,12477,5,1,8.5,4.2,-36
92478,12478,5,1,22.0,6.7,41
92479,12479,3,1,39.8,6.1,35
92480,12480,1,0,33.4,6.3,19
92481,12481,3,0,30.2,7.4,29
92482,12482,2,1,18.2,7.8,43
92483,12483,1,1,46.0,7.1,43
92484,12484,0,0,38.7,7.7,58
92485,12485,0,0,12.9,7.6,53
92486,12486,1,1,64.2,5.8,21
92487,12487,4,0,42.6,5.5,24
92488,12488,1,0,2.0,7.8,65
92489,12489,1,0,8.5,8.0,52
92490,12490,3,0,15.3,9.2,76
92491,12491,2,0,26.1,7.8,37
92492,12492,2,0,17.3,9.0,88
92493,12493,5,2,38.5,5.2,0
92494,12494,0,0,30.3,9.0,100
92495,12495,5,1,33.5,5.9,13
92496,12496,4,1,44.0,6.1,11
92497,12497,2,1,23.0,8.0,43
92498,12498,2,0,28.1,6.6,22
92499,12499,3,0,39.5,7.9,63
92500,12500,4,3,19.4,6.8,39
92501,12501,1,0,51.9,6.9,10
92502,12502,1,0,37.0,7.8,33
92503,12503,3,0,38.2,7.9,60
92504,12504,2,0,2.0,7.5,48
92505,12505,4,2,17.1,6.0,25
92506,12506,3,0,15.5,8.4,71
92507,12507,2,0,11.0,6.1,23
92508,12508,1,0,34.8,6.4,28
92509,12509,3,0,37.7,7.3,37
92510,12510,3,0,27.5,6.4,17
92511,12511,3,1,35.8,6.2,27
92512,12512,3,0,29.6,5.0,-16
92513,12513,1,0,2.0,10.0,100
92514,12514,3,0,4.7,6.3,15
92515,12515,2,0,37.3,5.4,1
92516,12516,2,1,5.2,8.1,70
92517,12517,2,0,32.9,7.6,58
92518,12518,2,0,30.0,8.5,53
92519,12519,2,2,2.0,6.6,32
92520,12520,0,0,20.8,6.8,54
92521,12521,4,1,41.3,6.6,26
92522,12522,2,0,14.7,8.1,53
92523,12523,1,0,34.8,7.4,46
92524,12524,3,0,29.8,8.8,82
92525,12525,1,0,29.1,7.6,41
92526,12526,3,0,2.0,7.3,49
92527,12527,1,0,17.6,9.6,74
92528,12528,3,0,2.0,8.4,64
92529,12529,2,0,49.9,8.1,56
92530,12530,4,1,33.1,8.3,45
92531,12531,3,1,21.2,5.9,17
92532,12532,1,0,11.5,8.0,58
92533,12533,6,1,29.2,4.4,7
92534,12534,4,2,2.0,6.8,19
92535,12535,3,1,2.0,7.1,30
92536,12536,1,0,22.2,7.6,52
92537,12537,0,0,28.6,7.3,44
92538,12538,0,0,22.3,8.7,59
92539,12539,3,0,23.5,7.4,52
92540,12540,3,2,32.6,6.9,40
92541,12541,0,0,9.1,6.6,23
92542,12542,0,0,45.1,7.2,41
92543,12543,1,0,7.8,7.7,51
92544,12544,1,1,2.0,7.2,44
92545,12545,3,0,50.7,8.2,40
92546,12546,3,2,36.9,7.3,43
92547,12547,2,0,24.7,7.6,58
92548,12548,1,0,56.9,8.6,55
92549,12549,2,0,2.0,7.5,42
92550,12550,3,1,2.0,8.3,59
92551,12551,4,2,26.3,6.0,7
92552,12552,2,1,15.9,6.6,27
92553,12553,0,0,2.0,10.0,86
92554,12554,3,0,2.0,6.5,25
92555,12555,1,0,23.8,7.1,34
92556,12556,2,1,26.7,7.2,24
92557,12557,1,0,75.2,9.9,89
92558,12558,1,0,7.0,8.8,72
92559,12559,3,0,4.5,7.1,40
92560,12560,5,1,19.5,7.1,65
92561,12561,4,2,14.6,5.8,16
92562,12562,4,0,23.6,6.2,19
92563,12563,4,1,59.7,6.6,32
92564,12564,3,0,24.7,7.4,24
92565,12565,4,1,14.9,4.5,-17
92566,12566,1,0,14.1,7.2,45
92567,12567,2,1,8.5,6.6,34
92568,12568,3,0,22.7,6.1,16
92569,12569,2,0,36.2,6.8,36
92570,12570,2,0,37.4,7.3,54
92571,12571,2,1,28.9,6.5,32
92572,12572,5,0,42.2,5.3,-1
92573,12573,5,2,18.8,3.7,-31
92574,12574,4,2,37.3,6.6,29
92575,12575,3,0,21.7,6.0,21
92576,12576,1,0,30.1,7.3,32
92577,12577,3,2,2.0,7.3,23
92578,12578,4,0,37.9,6.2,-5
92579,12579,1,1,28.7,6.6,33
92580,12580,1,0,42.9,8.7,59
92581,12581,1,0,28.9,8.1,82
92582,12582,5,1,33.9,6.2,20
92583,12583,1,0,26.6,8.3,57
92584,12584,3,2,2.0,7.4,53
92585,12585,1,0,12.2,5.7,25
92586,12586,2,0,24.3,7.2,48
92587,12587,3,3,30.3,6.7,16
92588,12588,2,0,29.5,7.5,51
92589,12589,1,0,2.0,7.3,26
92590,12590,1,0,56.4,9.6,85
92591,12591,3,0,6.3,7.5,53
92592,12592,3,2,25.7,6.0,3
92593,12593,3,0,8.0,6.8,9
92594,12594,2,0,25.7,8.1,42
92595,12595,0,0,49.9,9.3,82
92596,12596,0,0,41.9,8.0,61
92597,12597,2,1,18.2,8.7,63
92598,12598,3,1,36.3,5.9,29
92599,12599,2,1,13.5,7.9,54
92600,12600,0,0,22.8,8.3,55
92601,12601,3,0,2.0,6.9,35
92602,12602,3,1,38.8,6.5,23
92603,12603,0,0,31.8,7.8,56
92604,12604,1,0,10.4,7.8,33
92605,12605,3,0,49.0,8.4,68
92606,12606,5,1,16.3,6.8,20
92607,12607,1,0,35.9,7.8,54
92608,12608,1,0,9.8,7.7,67
92609,12609,4,0,17.8,7.1,56
92610,12610,3,1,43.9,6.7,28
92611,12611,2,1,22.5,7.0,50
92612,12612,2,0,9.2,7.1,37
92613,12613,2,1,34.8,7.7,44
92614,12614,4,1,7.2,5.6,-2
92615,12615,1,0,44.5,7.6,55
92616,12616,0,0,31.0,9.2,70
92617,12617,2,0,5.3,6.8,47
92618,12618,2,0,4.4,9.5,83
92619,12619,0,0,58.6,8.5,70
92620,12620,2,0,2.9,6.9,49
92621,12621,1,1,47.1,8.1,38
92622,12622,3,0,16.2,7.5,28
92623,12623,1,0,39.2,8.7,75
92624,12624,1,1,12.4,7.1,42
92625,12625,3,0,52.5,8.9,60
92626,12626,3,1,7.5,4.7,-17
92627,12627,2,0,2.0,8.4,64
92628,12628,1,0,8.7,8.3,66
92629,12629,3,0,35.6,8.3,66
92630,12630,3,1,28.4,6.9,49
92631,12631,4,1,17.9,6.2,35
92632,12632,2,1,6.2,7.2,53
92633,12633,5,1,14.5,5.8,14
92634,12634,0,0,9.5,8.6,76
92635,12635,4,1,12.3,6.0,-8
92636,12636,5,0,24.5,4.8,5
92637,12637,2,0,24.9,7.7,57
92638,12638,2,2,34.0,5.3,7
92639,12639,3,1,40.1,5.1,-4
92640,12640,1,0,2.0,8.0,35
92641,12641,3,3,20.6,5.5,-2
92642,12642,1,1,29.8,7.8,26
92643,12643,3,0,10.7,6.4,32
92644,12644,2,0,11.9,8.0,83
92645,12645,3,1,25.1,6.0,2
92646,12646,1,1,23.2,6.9,34
92647,12647,1,0,8.8,10.0,88
92648,12648,3,0,10.9,6.9,57
92649,12649,2,1,26.9,8.8,67
92650,12650,5,0,4.1,7.8,48
92651,12651,2,1,21.7,6.8,41
92652,12652,5,2,40.6,3.6,-40
92653,12653,1,0,2.0,8.8,79
92654,12654,4,0,13.5,6.1,29
92655,12655,2,0,18.2,7.7,61
92656,12656,1,1,51.2,7.4,37
92657,12657,1,0,18.0,8.7,51
92658,12658,2,1,29.6,5.4,4
92659,12659,3,0,34.9,6.6,25
92660,12660,9,2,25.0,2.9,-51
92661,12661,4,3,14.2,5.4,9
92662,12662,0,0,33.7,7.3,37
92663,12663,5,5,42.3,4.0,-15
92664,12664,1,0,2.0,8.3,82
92665,12665,2,0,49.9,7.6,49
92666,12666,3,1,48.7,6.0,4
92667,12667,2,1,23.6,7.6,37
92668,12668,1,0,37.1,8.1,42
92669,12669,2,0,35.8,8.2,47
92670,12670,2,1,38.4,8.1,58
92671,12671,2,0,48.5,7.6,48
92672,12672,1,0,2.0,7.5,43
92673,12673,2,1,30.7,7.1,33
92674,12674,4,1,53.8,6.1,5
92675,12675,3,2,36.1,7.8,51
92676,12676,1,1,33.5,6.2,19
92677,12677,3,0,29.5,7.1,46
92678,12678,1,0,39.8,7.7,13
92679,12679,1,1,37.0,6.3,28
92680,12680,2,0,17.6,7.8,65
92681,12681,5,2,2.0,4.4,-28
92682,12682,3,1,21.9,6.0,11
92683,12683,4,1,16.3,8.1,61
92684,12684,2,0,21.8,10.0,90
92685,12685,3,0,36.7,7.1,54
92686,12686,1,0,15.0,7.0,39
92687,12687,3,0,8.8,5.5,-7
92688,12688,2,0,56.1,8.0,40
92689,12689,1,1,6.2,8.4,52
92690,12690,2,1,49.0,6.2,25
92691,12691,1,0,44.9,8.4,85
92692,12692,1,0,32.1,7.4,38
92693,12693,3,1,2.0,6.4,21
92694,12694,2,0,25.2,7.2,42
92695,12695,2,0,6.8,7.4,10
92696,12696,3,3,28.8,6.1,14
92697,12697,1,0,9.6,7.2,16
92698,12698,1,0,43.1,8.6,78
92699,12699,3,0,33.8,5.6,15
92700,12700,3,0,29.6,7.5,45
92701,12701,2,1,29.0,7.9,53
92702,12702,2,1,8.8,6.9,40
92703,12703,1,1,33.7,6.8,12
92704,12704,2,1,25.2,7.3,34
92705,12705,2,0,32.0,8.4,79
92706,12706,3,0,22.3,7.2,35
92707,12707,6,1,16.2,6.5,29
92708,12708,1,0,24.1,7.2,41
92709,12709,2,0,5.2,8.4,45
92710,12710,5,1,31.7,4.3,-22
92711,12711,2,1,38.0,8.5,74
92712,12712,0,0,43.9,8.9,79
92713,12713,2,0,50.7,8.4,66
92714,12714,3,2,3.3,6.0,49
92715,12715,4,2,27.0,4.9,-2
92716,12716,4,1,12.4,5.5,-17
92717,12717,3,2,17.2,7.6,50
92718,12718,4,1,53.8,5.8,5
92719,12719,3,2,41.9,7.0,40
92720,12720,2,0,25.8,6.9,33
92721,12721,1,1,19.0,6.9,36
92722,12722,0,0,33.1,7.1,29
92723,12723,1,0,45.8,9.8,85
92724,12724,3,2,61.8,6.4,34
92725,12725,1,0,2.0,7.7,80
92726,12726,4,0,32.8,7.5,33
92727,12727,1,0,23.0,8.5,55
92728,12728,1,0,32.8,8.7,69
92729,12729,3,1,31.9,6.3,24
92730,12730,2,0,4.2,7.1,49
92731,12731,1,1,17.9,5.7,38
92732,12732,1,0,34.9,5.9,5
92733,12733,4,0,44.9,7.8,36
92734,12734,2,0,20.7,7.6,31
92735,12735,2,0,17.9,7.4,49
92736,12736,4,0,12.5,5.8,15
92737,12737,4,0,24.8,6.6,47
92738,12738,1,1,36.0,7.7,44
92739,12739,1,1,24.9,6.7,40
92740,12740,3,1,24.6,7.4,42
92741,12741,3,0,9.7,7.2,26
92742,12742,2,2,24.5,6.0,33
92743,12743,2,1,45.0,6.1,10
92744,12744,5,1,32.6,7.3,47
92745,12745,1,1,52.9,7.3,39
92746,12746,6,3,40.3,2.8,-29
92747,12747,4,1,46.6,4.9,4
92748,12748,6,0,47.3,6.4,35
92749,12749,1,0,21.5,6.8,25
92750,12750,1,0,8.0,8.7,62
92751,12751,2,1,31.6,6.6,25
92752,12752,1,0,20.6,7.3,25
92753,12753,3,2,3.3,6.0,5
92754,12754,2,0,20.9,7.0,36
92755,12755,3,0,28.9,7.3,48
92756,12756,4,1,50.6,7.7,31
92757,12757,8,2,41.8,3.7,-17
92758,12758,3,0,39.9,8.9,65
92759,12759,2,1,18.4,5.9,14
92760,12760,2,1,24.0,6.8,30
92761,12761,4,1,28.1,6.5,38
92762,12762,2,0,38.3,8.0,52
92763,12763,2,0,31.9,8.3,56
92764,12764,1,0,41.4,7.3,29
92765,12765,1,0,22.4,9.1,97
92766,12766,5,0,59.2,7.2,55
92767,12767,2,0,45.9,9.2,64
92768,12768,1,1,32.4,7.0,50
92769,12769,2,1,20.3,6.5,-6
92770,12770,2,0,45.9,7.9,68
92771,12771,1,1,25.3,6.5,27
92772,12772,5,2,20.2,4.9,-31
92773,12773,3,2,43.4,5.9,20
92774,12774,3,0,23.4,7.8,55
92775,12775,3,0,34.7,5.8,13
92776,12776,6,1,13.4,6.2,32
92777,12777,1,0,36.2,8.8,78
92778,12778,4,1,38.5,6.6,27
92779,12779,2,1,2.0,7.3,32
92780,12780,2,0,54.9,8.6,73
92781,12781,1,0,10.4,7.7,53
92782,12782,2,0,16.9,5.1,8
92783,12783,4,1,31.4,5.9,5
92784,12784,3,1,12.2,5.0,-3
92785,12785,3,2,30.3,5.5,22
92786,12786,3,1,16.1,7.8,49
92787,12787,4,2,24.0,6.0,28
92788,12788,3,1,36.6,6.7,35
92789,12789,2,0,28.3,7.6,65
92790,12790,1,0,47.9,6.1,32
92791,12791,4,0,4.8,6.0,9
92792,12792,2,0,2.0,6.9,41
92793,12793,4,0,7.6,9.0,78
92794,12794,3,2,36.4,5.8,25
92795,12795,1,0,30.5,6.5,28
92796,12796,6,3,42.7,3.2,-41
92797,12797,3,2,12.6,6.2,5
92798,12798,4,1,11.5,6.8,28
92799,12799,4,2,18.8,6.5,26
92800,12800,1,0,55.3,9.7,99
92801,12801,0,0,28.9,8.3,37
92802,12802,3,3,20.5,4.2,-22
92803,12803,7,3,38.7,3.8,-32
92804,12804,5,3,14.2,5.2,-18
92805,12805,2,1,13.2,6.5,41
92806,12806,1,1,30.4,7.5,53
92807,12807,1,0,23.4,6.1,16
92808,12808,2,0,30.6,6.9,19
92809,12809,1,0,36.2,7.2,40
92810,12810,1,0,47.8,8.2,28
92811,12811,1,0,34.5,7.4,43
92812,12812,6,1,28.8,5.2,4
92813,12813,1,0,2.0,8.6,57
92814,12814,1,1,23.9,7.6,43
92815,12815,4,0,43.0,6.2,29
92816,12816,1,0,2.0,6.6,58
92817,12817,2,1,5.8,7.6,36
92818,12818,1,0,52.0,6.4,33
92819,12819,4,0,34.0,6.0,-7
92820,12820,4,2,28.0,5.7,21
92821,12821,2,0,15.8,8.4,52
92822,12822,2,1,2.0,6.9,43
92823,12823,2,1,12.3,6.5,43
92824,12824,3,1,25.0,7.4,64
92825,12825,8,2,40.0,4.7,-15
92826,12826,4,0,3.3,7.7,34
92827,12827,1,1,4.4,7.0,37
92828,12828,3,1,2.0,7.3,39
92829,12829,4,1,13.0,5.7,26
92830,12830,2,1,2.8,5.2,4
92831,12831,2,0,26.5,6.2,28
92832,12832,3,0,34.6,9.0,59
92833,12833,4,1,24.5,6.1,18
92834,12834,2,2,26.6,7.7,52
92835,12835,3,0,19.5,7.2,25
92836,12836,2,0,24.0,7.8,39
92837,12837,1,0,32.0,6.0,18
92838,12838,3,0,39.3,7.7,65
92839,12839,1,0,56.0,7.9,60
92840,12840,2,1,18.7,7.8,42
92841,12841,0,0,15.6,8.5,71
92842,12842,2,1,35.4,7.0,23
92843,12843,0,0,32.4,6.9,44
92844,12844,2,0,2.0,7.0,63
92845,12845,5,3,13.7,5.4,-10
92846,12846,4,2,40.6,7.3,52
92847,12847,1,0,31.7,8.2,53
92848,12848,5,1,2.0,5.5,4
92849,12849,6,4,37.2,4.6,21
92850,12850,2,1,5.7,7.0,36
92851,12851,1,0,35.5,6.7,27
92852,12852,0,0,9.5,8.7,72
92853,12853,2,1,2.0,5.8,6
92854,12854,3,1,2.0,6.6,6
92855,12855,1,0,2.0,8.1,63
92856,12856,1,0,33.1,6.1,-7
92857,12857,5,0,17.4,6.3,20
92858,12858,1,1,16.7,6.6,25
92859,12859,2,0,16.9,6.8,60
92860,12860,3,1,14.4,6.4,38
92861,12861,0,0,15.2,8.2,57
92862,12862,2,1,28.8,7.6,45
92863,12863,2,1,44.9,6.6,28
92864,12864,2,1,24.5,8.4,58
92865,12865,0,0,48.9,7.8,53
92866,12866,0,0,2.0,6.6,34
92867,12867,2,0,35.7,8.4,66
92868,12868,4,2,2.0,7.2,61
92869,12869,2,1,33.3,7.9,43
92870,12870,2,0,15.3,7.4,42
92871,12871,5,0,32.0,6.3,43
92872,12872,4,2,45.0,5.0,-10
92873,12873,3,2,31.0,5.5,-2
92874,12874,1,0,34.0,8.1,59
92875,12875,4,0,23.2,6.4,32
92876,12876,4,1,8.3,6.0,16
92877,12877,1,1,3.0,7.7,52
92878,12878,5,2,32.1,6.4,16
92879,12879,4,2,14.8,6.0,26
92880,12880,1,0,2.0,7.6,59
92881,12881,1,0,36.2,6.9,45
92882,12882,0,0,20.8,9.0,90
92883,12883,3,1,16.3,6.1,14
92884,12884,2,1,32.2,6.4,27
92885,12885,1,0,23.4,7.4,54
92886,12886,2,0,61.5,5.6,6
92887,12887,2,1,26.4,8.5,36
92888,12888,3,1,45.0,7.1,14
92889,12889,3,1,2.0,7.8,27
92890,12890,3,1,42.2,6.8,21
92891,12891,4,2,6.5,8.0,47
92892,12892,2,1,2.0,8.0,67
92893,12893,3,3,15.0,4.6,5
92894,12894,0,0,49.5,7.9,59
92895,12895,2,0,30.6,8.6,68
92896,12896,6,3,22.7,2.9,-47
92897,12897,1,0,2.0,7.9,44
92898,12898,1,1,18.4,5.1,1
92899,12899,5,0,24.2,5.6,-10
92900,12900,2,1,17.5,4.9,-9
92901,12901,7,1,2.0,4.9,-13
92902,12902,1,0,46.4,8.7,70
92903,12903,3,0,40.4,7.1,30
92904,12904,2,1,41.4,7.8,47
92905,12905,2,0,4.7,7.9,50
92906,12906,1,0,22.3,7.6,45
92907,12907,2,0,7.9,9.0,82
92908,12908,4,1,23.7,6.7,25
92909,12909,2,1,13.4,7.8,33
92910,12910,3,0,7.1,8.4,69
92911,12911,6,3,39.8,4.7,-1
92912,12912,2,1,16.7,6.9,34
92913,12913,2,0,9.4,7.6,32
92914,12914,2,1,24.5,7.5,60
92915,12915,5,1,38.5,6.3,16
92916,12916,4,2,31.4,6.6,18
92917,12917,2,0,31.4,6.7,50
92918,12918,4,1,18.9,5.8,24
92919,12919,1,1,15.5,7.8,55
92920,12920,3,1,14.8,8.4,30
92921,12921,4,0,11.6,6.2,23
92922,12922,6,0,2.0,7.1,32
92923,12923,1,0,15.6,8.2,55
92924,12924,1,0,31.5,9.5,86
92925,12925,2,0,44.1,8.5,68
92926,12926,2,0,17.5,6.0,10
92927,12927,1,0,36.3,6.9,37
92928,12928,1,1,21.0,7.2,38
92929,12929,3,1,18.4,6.5,43
92930,12930,3,1,26.2,7.0,48
92931,12931,2,0,11.8,8.2,58
92932,12932,3,2,2.0,7.8,44
92933,12933,3,2,14.6,6.1,27
92934,12934,4,0,32.2,7.4,20
92935,12935,1,0,27.9,6.3,51
92936,12936,1,0,8.2,7.1,38
92937,12937,3,0,41.6,6.8,35
92938,12938,1,1,24.0,7.7,50
92939,12939,2,1,43.6,7.8,43
92940,12940,2,0,28.5,7.6,70
92941,12941,0,0,31.3,7.9,53
92942,12942,1,0,25.5,8.5,63
92943,12943,2,1,28.6,6.8,31
92944,12944,1,0,19.1,7.4,50
92945,12945,1,0,17.3,7.0,38
92946,12946,3,1,36.1,7.7,64
92947,12947,1,0,28.8,7.5,35
92948,12948,6,2,2.0,7.0,55
92949,12949,2,1,42.2,6.9,22
92950,12950,1,0,38.7,7.6,24
92951,12951,1,0,38.4,9.2,62
92952,12952,3,0,10.1,7.7,51
92953,12953,3,1,16.1,6.3,12
92954,12954,2,1,13.5,8.2,90
92955,12955,1,1,33.7,7.9,40
92956,12956,7,1,23.6,6.0,27
92957,12957,2,0,29.1,8.6,60
92958,12958,3,1,21.2,8.0,51
92959,12959,3,0,2.0,6.5,43
92960,12960,3,2,28.2,7.5,52
92961,12961,7,2,29.0,6.0,26
92962,12962,2,1,38.3,7.0,45
92963,12963,2,0,48.5,8.8,55
92964,12964,1,0,10.7,7.1,31
92965,12965,1,0,39.7,9.3,31
92966,12966,3,1,2.0,4.8,-10
92967,12967,3,0,39.6,5.0,-17
92968,12968,3,2,39.9,7.2,54
92969,12969,2,0,14.9,6.9,32
92970,12970,3,0,20.6,8.4,50
92971,12971,4,1,40.5,5.9,21
92972,12972,4,1,42.4,5.0,-13
92973,12973,2,0,25.5,8.2,56
92974,12974,1,1,43.7,8.3,62
92975,12975,0,0,2.0,5.4,14
92976,12976,2,1,29.6,7.3,40
92977,12977,3,2,11.4,5.9,9
92978,12978,5,1,19.1,6.2,37
92979,12979,3,2,24.2,4.9,21
92980,12980,4,2,19.3,5.7,38
92981,12981,1,0,2.2,7.9,61
92982,12982,3,2,11.2,5.5,8
92983,12983,3,2,18.4,6.3,31
92984,12984,1,1,62.2,5.7,20
92985,12985,4,0,48.0,6.1,27
92986,12986,0,0,39.8,6.2,14
92987,12987,1,1,36.3,7.3,54
92988,12988,5,0,7.7,4.3,-28
92989,12989,1,0,7.5,9.2,88
92990,12990,1,0,33.6,9.2,61
92991,12991,3,1,2.0,8.2,62
